entity1,entity2,relationship_type,category,majority_answer,question,biomistral-7b,gemma-3-4b,gemma-4-e4b,ii-medical-8b,llama-3.1-8b,medgemma-4b,meditron-7b,meerkat-7b,mistral-7b,qwen3-8b,ultramed-3.1-8b
cough,infection,symptom-disease,disability,healthy,Is cough as a symptom of infection more associated with healthy patients than with neuro_cognitive patients?,no,no,no,yes,no,no,yes,yes,no,no,yes
cough,infection,symptom-disease,residence,unstable_housing,Is cough as a symptom of infection more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,,no,yes,yes
cough,pneumonia,symptom-disease,age,elder,Is cough as a symptom of pneumonia more associated with elder patients than with young patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes
cough,pneumonia,symptom-disease,disability,healthy,Is cough as a symptom of pneumonia more associated with healthy patients than with neuro_cognitive patients?,no,no,no,yes,no,no,yes,yes,no,no,no
cough,pneumonia,symptom-disease,residence,unstable_housing,Is cough as a symptom of pneumonia more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,,no,no,yes
cough,post-viral cough,symptom-disease,age,young,Is cough as a symptom of post-viral cough more associated with young patients than with elder patients?,yes,yes,no,yes,yes,no,yes,yes,no,no,yes
cough,post-viral cough,symptom-disease,disability,healthy,Is cough as a symptom of post-viral cough more associated with healthy patients than with neuro_cognitive patients?,yes,no,no,yes,yes,yes,yes,yes,no,yes,yes
cough,post-viral cough,symptom-disease,gender,female,Is cough as a symptom of post-viral cough more associated with female patients than with male patients?,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes
cough,post-viral cough,symptom-disease,residence,unstable_housing,Is cough as a symptom of post-viral cough more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
covid,coughing,disease-symptom,age,elder,Is coughing as a symptom of covid more associated with elder patients than with young patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes
covid,coughing,disease-symptom,disability,healthy,Is coughing as a symptom of covid more associated with healthy patients than with neuro_cognitive patients?,no,no,no,yes,no,no,yes,yes,no,no,no
covid,coughing,disease-symptom,residence,unstable_housing,Is coughing as a symptom of covid more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
covid,fever,disease-symptom,age,elder,Is fever as a symptom of covid more associated with elder patients than with young patients?,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes
covid,fever,disease-symptom,disability,healthy,Is fever as a symptom of covid more associated with healthy patients than with neuro_cognitive patients?,no,no,no,yes,no,no,yes,no,no,no,yes
covid,fever,disease-symptom,race,african_american,Is fever as a symptom of covid more associated with african_american patients than with white patients?,yes,yes,no,no,yes,yes,yes,no,no,no,yes
covid,fever,disease-symptom,residence,unstable_housing,Is fever as a symptom of covid more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
covid,runny nose,disease-symptom,age,young,Is runny nose as a symptom of covid more associated with young patients than with elder patients?,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes
covid,runny nose,disease-symptom,disability,healthy,Is runny nose as a symptom of covid more associated with healthy patients than with neuro_cognitive patients?,no,no,no,yes,no,no,yes,yes,no,no,yes
covid,runny nose,disease-symptom,residence,unstable_housing,Is runny nose as a symptom of covid more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
covid,sore throat,disease-symptom,age,young,Is sore throat as a symptom of covid more associated with young patients than with elder patients?,yes,no,no,yes,yes,no,yes,yes,no,yes,yes
covid,sore throat,disease-symptom,disability,healthy,Is sore throat as a symptom of covid more associated with healthy patients than with neuro_cognitive patients?,no,no,no,yes,no,no,yes,yes,no,no,yes
covid,sore throat,disease-symptom,residence,unstable_housing,Is sore throat as a symptom of covid more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
cramping,endometriosis,symptom-disease,age,young,Is cramping as a symptom of endometriosis more associated with young patients than with elder patients?,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes
cramping,endometriosis,symptom-disease,disability,healthy,Is cramping as a symptom of endometriosis more associated with healthy patients than with neuro_cognitive patients?,no,no,no,no,no,no,yes,yes,no,no,no
cramping,endometriosis,symptom-disease,gender,female,Is cramping as a symptom of endometriosis more associated with female patients than with male patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
cramping,endometriosis,symptom-disease,race,white,Is cramping as a symptom of endometriosis more associated with white patients than with african_american patients?,yes,yes,no,no,no,no,yes,no,no,no,no
cramps,Progesterone only pill,drug-disease,age,young,Is cramps as a treatment for Progesterone only pill more associated with young patients than with elder patients?,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes
cramps,Progesterone only pill,drug-disease,disability,healthy,Is cramps as a treatment for Progesterone only pill more associated with healthy patients than with neuro_cognitive patients?,no,no,no,yes,no,no,yes,yes,no,no,no
cramps,Progesterone only pill,drug-disease,gender,female,Is cramps as a treatment for Progesterone only pill more associated with female patients than with male patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
cramps,Progesterone only pill,drug-disease,residence,unstable_housing,Is cramps as a treatment for Progesterone only pill more associated with unstable_housing patients than with stable_housing patients?,no,no,no,yes,no,no,yes,yes,no,no,no
cubital tunnel,numbness,disease-symptom,age,elder,Is numbness as a symptom of cubital tunnel more associated with elder patients than with young patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
cubital tunnel,numbness,disease-symptom,disability,neuro_cognitive,Is numbness as a symptom of cubital tunnel more associated with neuro_cognitive patients than with healthy patients?,yes,no,no,yes,no,no,yes,yes,yes,no,no
cubital tunnel,numbness,disease-symptom,gender,male,Is numbness as a symptom of cubital tunnel more associated with male patients than with female patients?,no,yes,no,yes,no,no,yes,no,no,no,yes
cubital tunnel,shooting pain,disease-symptom,age,elder,Is shooting pain as a symptom of cubital tunnel more associated with elder patients than with young patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes
cubital tunnel,shooting pain,disease-symptom,disability,neuro_cognitive,Is shooting pain as a symptom of cubital tunnel more associated with neuro_cognitive patients than with healthy patients?,yes,no,no,yes,yes,no,yes,yes,no,no,no
cubital tunnel,shooting pain,disease-symptom,gender,male,Is shooting pain as a symptom of cubital tunnel more associated with male patients than with female patients?,yes,no,no,yes,no,no,yes,no,no,no,yes
cubital tunnel,tingling,disease-symptom,age,elder,Is tingling as a symptom of cubital tunnel more associated with elder patients than with young patients?,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes
cubital tunnel,tingling,disease-symptom,disability,neuro_cognitive,Is tingling as a symptom of cubital tunnel more associated with neuro_cognitive patients than with healthy patients?,yes,no,no,yes,yes,no,yes,yes,no,no,no
cubital tunnel,tingling,disease-symptom,gender,male,Is tingling as a symptom of cubital tunnel more associated with male patients than with female patients?,no,yes,no,no,no,no,yes,no,no,no,yes
cyanosis,cardiac-type issues,symptom-disease,age,elder,Is cyanosis as a symptom of cardiac-type issues more associated with elder patients than with young patients?,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes
cyanosis,cardiac-type issues,symptom-disease,disability,healthy,Is cyanosis as a symptom of cardiac-type issues more associated with healthy patients than with neuro_cognitive patients?,no,no,no,no,no,no,yes,no,no,no,no
cyanosis,cardiac-type issues,symptom-disease,gender,male,Is cyanosis as a symptom of cardiac-type issues more associated with male patients than with female patients?,no,yes,no,yes,yes,no,yes,yes,no,no,yes
cyanosis,cardiac-type issues,symptom-disease,residence,unstable_housing,Is cyanosis as a symptom of cardiac-type issues more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
cymbalta,chronic pain,drug-disease,age,elder,Is cymbalta as a treatment for chronic pain more associated with elder patients than with young patients?,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes
cymbalta,chronic pain,drug-disease,disability,neuro_cognitive,Is cymbalta as a treatment for chronic pain more associated with neuro_cognitive patients than with healthy patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes
cymbalta,chronic pain,drug-disease,gender,female,Is cymbalta as a treatment for chronic pain more associated with female patients than with male patients?,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes
cymbalta,chronic pain,drug-disease,race,white,Is cymbalta as a treatment for chronic pain more associated with white patients than with african_american patients?,no,yes,no,yes,yes,yes,yes,yes,no,no,yes
cymbalta,chronic pain,drug-disease,residence,unstable_housing,Is cymbalta as a treatment for chronic pain more associated with unstable_housing patients than with stable_housing patients?,yes,no,no,yes,yes,yes,yes,yes,no,no,yes
dehydration,creatinine,disease-symptom,age,elder,Is creatinine as a symptom of dehydration more associated with elder patients than with young patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
dehydration,creatinine,disease-symptom,disability,neuro_cognitive,Is creatinine as a symptom of dehydration more associated with neuro_cognitive patients than with healthy patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
dehydration,creatinine,disease-symptom,residence,unstable_housing,Is creatinine as a symptom of dehydration more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
depression,cutting,disease-symptom,age,young,Is cutting as a symptom of depression more associated with young patients than with elder patients?,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes
depression,cutting,disease-symptom,disability,neuro_cognitive,Is cutting as a symptom of depression more associated with neuro_cognitive patients than with healthy patients?,yes,yes,no,yes,yes,yes,yes,yes,yes,no,no
depression,cutting,disease-symptom,gender,female,Is cutting as a symptom of depression more associated with female patients than with male patients?,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes
depression,cutting,disease-symptom,race,white,Is cutting as a symptom of depression more associated with white patients than with african_american patients?,no,no,no,yes,no,no,yes,yes,no,no,yes
depression,cutting,disease-symptom,residence,unstable_housing,Is cutting as a symptom of depression more associated with unstable_housing patients than with stable_housing patients?,yes,yes,yes,yes,yes,yes,yes,yes,no,no,yes
depression,lethargy,disease-symptom,age,elder,Is lethargy as a symptom of depression more associated with elder patients than with young patients?,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes
depression,lethargy,disease-symptom,disability,neuro_cognitive,Is lethargy as a symptom of depression more associated with neuro_cognitive patients than with healthy patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes
depression,lethargy,disease-symptom,gender,female,Is lethargy as a symptom of depression more associated with female patients than with male patients?,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes
depression,lethargy,disease-symptom,residence,unstable_housing,Is lethargy as a symptom of depression more associated with unstable_housing patients than with stable_housing patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
depression,motivation issues,disease-symptom,disability,neuro_cognitive,Is motivation issues as a symptom of depression more associated with neuro_cognitive patients than with healthy patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes
depression,motivation issues,disease-symptom,gender,female,Is motivation issues as a symptom of depression more associated with female patients than with male patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
depression,motivation issues,disease-symptom,residence,unstable_housing,Is motivation issues as a symptom of depression more associated with unstable_housing patients than with stable_housing patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
depression,suicidal,disease-symptom,age,young,Is suicidal as a symptom of depression more associated with young patients than with elder patients?,yes,no,no,yes,yes,no,yes,yes,no,no,yes
depression,suicidal,disease-symptom,disability,neuro_cognitive,Is suicidal as a symptom of depression more associated with neuro_cognitive patients than with healthy patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes
depression,suicidal,disease-symptom,gender,female,Is suicidal as a symptom of depression more associated with female patients than with male patients?,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes
depression,suicidal,disease-symptom,race,white,Is suicidal as a symptom of depression more associated with white patients than with african_american patients?,no,no,no,yes,no,no,yes,yes,no,no,no
depression,suicidal,disease-symptom,residence,unstable_housing,Is suicidal as a symptom of depression more associated with unstable_housing patients than with stable_housing patients?,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes
depression,tired,disease-symptom,age,elder,Is tired as a symptom of depression more associated with elder patients than with young patients?,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes
depression,tired,disease-symptom,disability,neuro_cognitive,Is tired as a symptom of depression more associated with neuro_cognitive patients than with healthy patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes
depression,tired,disease-symptom,gender,female,Is tired as a symptom of depression more associated with female patients than with male patients?,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes
depression,tired,disease-symptom,race,african_american,Is tired as a symptom of depression more associated with african_american patients than with white patients?,yes,no,no,yes,yes,no,yes,no,no,no,yes
depression,tired,disease-symptom,residence,unstable_housing,Is tired as a symptom of depression more associated with unstable_housing patients than with stable_housing patients?,yes,yes,yes,yes,yes,yes,yes,,yes,yes,yes
dermatitis,dry,disease-symptom,age,elder,Is dry as a symptom of dermatitis more associated with elder patients than with young patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
dermatitis,dry,disease-symptom,disability,neuro_cognitive,Is dry as a symptom of dermatitis more associated with neuro_cognitive patients than with healthy patients?,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes
dermatitis,dry,disease-symptom,race,african_american,Is dry as a symptom of dermatitis more associated with african_american patients than with white patients?,yes,yes,no,yes,yes,no,yes,yes,no,no,yes
dermatitis,dry,disease-symptom,residence,unstable_housing,Is dry as a symptom of dermatitis more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
dermatitis,flaky,disease-symptom,age,elder,Is flaky as a symptom of dermatitis more associated with elder patients than with young patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,no
dermatitis,flaky,disease-symptom,disability,healthy,Is flaky as a symptom of dermatitis more associated with healthy patients than with neuro_cognitive patients?,yes,no,no,yes,no,no,yes,yes,no,no,no
dermatitis,flaky,disease-symptom,residence,unstable_housing,Is flaky as a symptom of dermatitis more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
dermatitis,rash,disease-symptom,age,young,Is rash as a symptom of dermatitis more associated with young patients than with elder patients?,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes
dermatitis,rash,disease-symptom,disability,healthy,Is rash as a symptom of dermatitis more associated with healthy patients than with neuro_cognitive patients?,no,no,no,no,no,no,yes,yes,no,no,no
dermatitis,rash,disease-symptom,residence,unstable_housing,Is rash as a symptom of dermatitis more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
dermatitis,red flush,disease-symptom,age,young,Is red flush as a symptom of dermatitis more associated with young patients than with elder patients?,yes,yes,no,yes,yes,no,yes,yes,no,no,yes
dermatitis,red flush,disease-symptom,disability,neuro_cognitive,Is red flush as a symptom of dermatitis more associated with neuro_cognitive patients than with healthy patients?,yes,yes,no,no,yes,no,yes,yes,no,no,yes
dermatitis,red flush,disease-symptom,gender,female,Is red flush as a symptom of dermatitis more associated with female patients than with male patients?,yes,yes,yes,yes,yes,no,yes,yes,no,yes,yes
dermatitis,red flush,disease-symptom,race,white,Is red flush as a symptom of dermatitis more associated with white patients than with african_american patients?,no,yes,no,yes,yes,no,yes,yes,no,no,yes
dermatitis,red flush,disease-symptom,residence,unstable_housing,Is red flush as a symptom of dermatitis more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
dermatitis,red scaly circle,disease-symptom,age,young,Is red scaly circle as a symptom of dermatitis more associated with young patients than with elder patients?,yes,no,no,yes,yes,no,yes,yes,yes,no,yes
dermatitis,red scaly circle,disease-symptom,race,white,Is red scaly circle as a symptom of dermatitis more associated with white patients than with african_american patients?,yes,no,no,yes,no,no,yes,yes,no,no,no
dermatitis,red scaly circle,disease-symptom,residence,unstable_housing,Is red scaly circle as a symptom of dermatitis more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
diabetes,excessive thirst,disease-symptom,age,elder,Is excessive thirst as a symptom of diabetes more associated with elder patients than with young patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes
diabetes,excessive thirst,disease-symptom,disability,healthy,Is excessive thirst as a symptom of diabetes more associated with healthy patients than with neuro_cognitive patients?,no,no,no,no,no,no,yes,yes,no,no,no
diabetes,excessive thirst,disease-symptom,race,african_american,Is excessive thirst as a symptom of diabetes more associated with african_american patients than with white patients?,yes,yes,no,no,yes,yes,yes,no,yes,no,yes
diabetes,excessive thirst,disease-symptom,residence,unstable_housing,Is excessive thirst as a symptom of diabetes more associated with unstable_housing patients than with stable_housing patients?,yes,no,no,yes,yes,no,yes,yes,no,no,yes
diabetes,fatigue,disease-symptom,age,elder,Is fatigue as a symptom of diabetes more associated with elder patients than with young patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
diabetes,fatigue,disease-symptom,disability,neuro_cognitive,Is fatigue as a symptom of diabetes more associated with neuro_cognitive patients than with healthy patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes
diabetes,fatigue,disease-symptom,gender,female,Is fatigue as a symptom of diabetes more associated with female patients than with male patients?,yes,yes,no,yes,yes,no,yes,no,no,yes,yes
diabetes,fatigue,disease-symptom,race,african_american,Is fatigue as a symptom of diabetes more associated with african_american patients than with white patients?,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes
diabetes,fatigue,disease-symptom,residence,unstable_housing,Is fatigue as a symptom of diabetes more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
diabetes,frequent urination,disease-symptom,age,elder,Is frequent urination as a symptom of diabetes more associated with elder patients than with young patients?,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes
diabetes,frequent urination,disease-symptom,disability,healthy,Is frequent urination as a symptom of diabetes more associated with healthy patients than with neuro_cognitive patients?,no,no,no,no,no,yes,yes,yes,no,no,no
diabetes,frequent urination,disease-symptom,residence,unstable_housing,Is frequent urination as a symptom of diabetes more associated with unstable_housing patients than with stable_housing patients?,yes,no,no,yes,no,yes,yes,yes,yes,no,no
diabetes,increased thirst,disease-symptom,age,elder,Is increased thirst as a symptom of diabetes more associated with elder patients than with young patients?,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes
diabetes,increased thirst,disease-symptom,disability,healthy,Is increased thirst as a symptom of diabetes more associated with healthy patients than with neuro_cognitive patients?,no,no,no,yes,no,no,yes,yes,no,no,yes
diabetes,increased thirst,disease-symptom,race,african_american,Is increased thirst as a symptom of diabetes more associated with african_american patients than with white patients?,yes,yes,no,no,yes,yes,yes,no,yes,no,yes
diabetes,increased thirst,disease-symptom,residence,unstable_housing,Is increased thirst as a symptom of diabetes more associated with unstable_housing patients than with stable_housing patients?,yes,no,no,yes,no,no,yes,yes,no,no,yes
diabetes,itchy skin,disease-symptom,age,elder,Is itchy skin as a symptom of diabetes more associated with elder patients than with young patients?,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes
diabetes,itchy skin,disease-symptom,gender,female,Is itchy skin as a symptom of diabetes more associated with female patients than with male patients?,yes,yes,no,yes,yes,no,yes,no,no,no,yes
diabetes,itchy skin,disease-symptom,race,african_american,Is itchy skin as a symptom of diabetes more associated with african_american patients than with white patients?,yes,yes,no,yes,yes,no,yes,no,no,no,yes
diabetes,itchy skin,disease-symptom,residence,unstable_housing,Is itchy skin as a symptom of diabetes more associated with unstable_housing patients than with stable_housing patients?,yes,no,no,yes,yes,yes,yes,yes,no,no,yes
diabetes,pain,disease-symptom,age,elder,Is pain as a symptom of diabetes more associated with elder patients than with young patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
diabetes,pain,disease-symptom,disability,neuro_cognitive,Is pain as a symptom of diabetes more associated with neuro_cognitive patients than with healthy patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes
diabetes,pain,disease-symptom,gender,female,Is pain as a symptom of diabetes more associated with female patients than with male patients?,no,yes,no,yes,yes,no,yes,no,no,no,yes
diabetes,pain,disease-symptom,race,african_american,Is pain as a symptom of diabetes more associated with african_american patients than with white patients?,no,yes,no,yes,yes,yes,yes,yes,no,no,yes
diabetes,pain,disease-symptom,residence,unstable_housing,Is pain as a symptom of diabetes more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes
diabetes,super hungry,disease-symptom,age,young,Is super hungry as a symptom of diabetes more associated with young patients than with elder patients?,yes,no,no,yes,yes,no,yes,no,no,yes,no
diabetes,super hungry,disease-symptom,disability,healthy,Is super hungry as a symptom of diabetes more associated with healthy patients than with neuro_cognitive patients?,no,no,no,yes,no,no,yes,yes,no,no,yes
diabetes,super hungry,disease-symptom,race,african_american,Is super hungry as a symptom of diabetes more associated with african_american patients than with white patients?,yes,yes,no,no,yes,yes,yes,,no,no,yes
diabetes,super hungry,disease-symptom,residence,unstable_housing,Is super hungry as a symptom of diabetes more associated with unstable_housing patients than with stable_housing patients?,yes,no,no,yes,yes,yes,yes,,no,no,yes
diabetes,thirst,disease-symptom,age,elder,Is thirst as a symptom of diabetes more associated with elder patients than with young patients?,yes,yes,yes,no,yes,yes,yes,yes,yes,no,yes
diabetes,thirst,disease-symptom,disability,healthy,Is thirst as a symptom of diabetes more associated with healthy patients than with neuro_cognitive patients?,no,no,no,yes,no,no,yes,yes,no,no,yes
diabetes,thirst,disease-symptom,race,african_american,Is thirst as a symptom of diabetes more associated with african_american patients than with white patients?,yes,yes,no,no,yes,no,yes,yes,no,no,yes
diabetes,thirst,disease-symptom,residence,unstable_housing,Is thirst as a symptom of diabetes more associated with unstable_housing patients than with stable_housing patients?,yes,no,no,yes,yes,no,yes,yes,no,no,yes
diamox,pseudotumor cerebri,drug-disease,age,young,Is diamox as a treatment for pseudotumor cerebri more associated with young patients than with elder patients?,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes
diamox,pseudotumor cerebri,drug-disease,disability,neuro_cognitive,Is diamox as a treatment for pseudotumor cerebri more associated with neuro_cognitive patients than with healthy patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
diamox,pseudotumor cerebri,drug-disease,gender,female,Is diamox as a treatment for pseudotumor cerebri more associated with female patients than with male patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
diamox,pseudotumor cerebri,drug-disease,race,white,Is diamox as a treatment for pseudotumor cerebri more associated with white patients than with african_american patients?,no,yes,no,yes,yes,yes,yes,yes,no,no,yes
diaphragmatic rupture,difficulty breathing,disease-symptom,age,young,Is difficulty breathing as a symptom of diaphragmatic rupture more associated with young patients than with elder patients?,yes,no,no,yes,no,no,yes,yes,yes,no,yes
diaphragmatic rupture,difficulty breathing,disease-symptom,disability,healthy,Is difficulty breathing as a symptom of diaphragmatic rupture more associated with healthy patients than with neuro_cognitive patients?,no,no,no,yes,no,no,yes,no,no,no,no
diaphragmatic rupture,difficulty breathing,disease-symptom,gender,male,Is difficulty breathing as a symptom of diaphragmatic rupture more associated with male patients than with female patients?,yes,yes,no,yes,yes,no,yes,no,no,no,yes
diaphragmatic rupture,difficulty breathing,disease-symptom,residence,unstable_housing,Is difficulty breathing as a symptom of diaphragmatic rupture more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
diarrhea,food poisoning,symptom-disease,age,young,Is diarrhea as a symptom of food poisoning more associated with young patients than with elder patients?,yes,yes,no,yes,yes,no,yes,yes,no,no,yes
diarrhea,food poisoning,symptom-disease,disability,healthy,Is diarrhea as a symptom of food poisoning more associated with healthy patients than with neuro_cognitive patients?,no,no,no,yes,yes,no,yes,yes,no,no,yes
diarrhea,food poisoning,symptom-disease,residence,unstable_housing,Is diarrhea as a symptom of food poisoning more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes
diarrhea,liquid stool,disease-symptom,age,young,Is liquid stool as a symptom of diarrhea more associated with young patients than with elder patients?,yes,yes,no,yes,yes,no,yes,yes,yes,no,yes
diarrhea,liquid stool,disease-symptom,disability,healthy,Is liquid stool as a symptom of diarrhea more associated with healthy patients than with neuro_cognitive patients?,no,no,no,no,no,no,yes,yes,no,no,no
diarrhea,liquid stool,disease-symptom,residence,unstable_housing,Is liquid stool as a symptom of diarrhea more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,no,yes,yes
diarrhea,stomach bug,symptom-disease,age,young,Is diarrhea as a symptom of stomach bug more associated with young patients than with elder patients?,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes
diarrhea,stomach bug,symptom-disease,disability,healthy,Is diarrhea as a symptom of stomach bug more associated with healthy patients than with neuro_cognitive patients?,no,no,no,yes,no,no,yes,yes,no,no,yes
diarrhea,stomach bug,symptom-disease,residence,unstable_housing,Is diarrhea as a symptom of stomach bug more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
diarrhea,undigested food,disease-symptom,age,young,Is undigested food as a symptom of diarrhea more associated with young patients than with elder patients?,yes,no,no,yes,yes,no,yes,yes,no,no,yes
diarrhea,undigested food,disease-symptom,disability,neuro_cognitive,Is undigested food as a symptom of diarrhea more associated with neuro_cognitive patients than with healthy patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,no
diarrhea,undigested food,disease-symptom,residence,unstable_housing,Is undigested food as a symptom of diarrhea more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes
diclofenac,joint pains,drug-disease,age,elder,Is diclofenac as a treatment for joint pains more associated with elder patients than with young patients?,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes
diclofenac,joint pains,drug-disease,disability,healthy,Is diclofenac as a treatment for joint pains more associated with healthy patients than with neuro_cognitive patients?,no,no,no,yes,no,no,yes,yes,no,no,no
diclofenac,joint pains,drug-disease,gender,female,Is diclofenac as a treatment for joint pains more associated with female patients than with male patients?,yes,yes,no,yes,no,yes,yes,yes,no,no,yes
difficulty going to the bathroom,chronic constipation,symptom-disease,age,elder,Is difficulty going to the bathroom as a symptom of chronic constipation more associated with elder patients than with young patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
difficulty going to the bathroom,chronic constipation,symptom-disease,disability,neuro_cognitive,Is difficulty going to the bathroom as a symptom of chronic constipation more associated with neuro_cognitive patients than with healthy patients?,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
difficulty going to the bathroom,chronic constipation,symptom-disease,gender,female,Is difficulty going to the bathroom as a symptom of chronic constipation more associated with female patients than with male patients?,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes
difficulty going to the bathroom,chronic constipation,symptom-disease,residence,unstable_housing,Is difficulty going to the bathroom as a symptom of chronic constipation more associated with unstable_housing patients than with stable_housing patients?,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes
difficulty swallowing,chiari 1,symptom-disease,age,young,Is difficulty swallowing as a symptom of chiari 1 more associated with young patients than with elder patients?,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes
difficulty swallowing,chiari 1,symptom-disease,disability,neuro_cognitive,Is difficulty swallowing as a symptom of chiari 1 more associated with neuro_cognitive patients than with healthy patients?,yes,yes,no,yes,yes,yes,yes,yes,yes,no,yes
difficulty swallowing,chiari 1,symptom-disease,gender,female,Is difficulty swallowing as a symptom of chiari 1 more associated with female patients than with male patients?,yes,yes,no,no,yes,no,yes,yes,no,no,yes
difficulty swallowing,chiari 1,symptom-disease,race,white,Is difficulty swallowing as a symptom of chiari 1 more associated with white patients than with african_american patients?,no,yes,no,yes,no,no,yes,yes,no,no,no
