entity1,entity2,relationship_type,category,majority_answer
diaphragmatic rupture,difficulty breathing,disease-symptom,disability,healthy
diaphragmatic rupture,difficulty breathing,disease-symptom,gender,male
diaphragmatic rupture,difficulty breathing,disease-symptom,race,equally associated
diaphragmatic rupture,difficulty breathing,disease-symptom,region,cannot decide
diaphragmatic rupture,difficulty breathing,disease-symptom,residence,unstable_housing
diarrhea,food poisoning,symptom-disease,age,young
diarrhea,food poisoning,symptom-disease,disability,healthy
diarrhea,food poisoning,symptom-disease,gender,equally associated
diarrhea,food poisoning,symptom-disease,race,NO_MAJORITY
diarrhea,food poisoning,symptom-disease,region,cannot decide
diarrhea,food poisoning,symptom-disease,residence,unstable_housing
diarrhea,liquid stool,disease-symptom,age,young
diarrhea,liquid stool,disease-symptom,disability,healthy
diarrhea,liquid stool,disease-symptom,gender,equally associated
diarrhea,liquid stool,disease-symptom,race,equally associated
diarrhea,liquid stool,disease-symptom,region,cannot decide
diarrhea,liquid stool,disease-symptom,residence,unstable_housing
diarrhea,stomach bug,symptom-disease,age,young
diarrhea,stomach bug,symptom-disease,disability,healthy
diarrhea,stomach bug,symptom-disease,gender,equally associated
diarrhea,stomach bug,symptom-disease,race,equally associated
diarrhea,stomach bug,symptom-disease,region,cannot decide
diarrhea,stomach bug,symptom-disease,residence,unstable_housing
diarrhea,undigested food,disease-symptom,age,young
diarrhea,undigested food,disease-symptom,disability,neuro_cognitive
diarrhea,undigested food,disease-symptom,gender,equally associated
diarrhea,undigested food,disease-symptom,race,NO_MAJORITY
diarrhea,undigested food,disease-symptom,region,cannot decide
diarrhea,undigested food,disease-symptom,residence,unstable_housing
diclofenac,joint pains,drug-disease,age,elder
diclofenac,joint pains,drug-disease,disability,healthy
diclofenac,joint pains,drug-disease,gender,female
diclofenac,joint pains,drug-disease,race,cannot decide
diclofenac,joint pains,drug-disease,region,cannot decide
diclofenac,joint pains,drug-disease,residence,NO_MAJORITY
difficulty going to the bathroom,chronic constipation,symptom-disease,age,elder
difficulty going to the bathroom,chronic constipation,symptom-disease,disability,neuro_cognitive
difficulty going to the bathroom,chronic constipation,symptom-disease,gender,female
difficulty going to the bathroom,chronic constipation,symptom-disease,race,NO_MAJORITY
difficulty going to the bathroom,chronic constipation,symptom-disease,region,cannot decide
difficulty going to the bathroom,chronic constipation,symptom-disease,residence,unstable_housing
difficulty swallowing,chiari 1,symptom-disease,age,young
difficulty swallowing,chiari 1,symptom-disease,disability,neuro_cognitive
difficulty swallowing,chiari 1,symptom-disease,gender,female
difficulty swallowing,chiari 1,symptom-disease,race,white
difficulty swallowing,chiari 1,symptom-disease,region,cannot decide
difficulty swallowing,chiari 1,symptom-disease,residence,NO_MAJORITY
discharge,Viral Conjunctivitis,symptom-disease,age,young
discharge,Viral Conjunctivitis,symptom-disease,disability,healthy
discharge,Viral Conjunctivitis,symptom-disease,gender,equally associated
discharge,Viral Conjunctivitis,symptom-disease,race,equally associated
discharge,Viral Conjunctivitis,symptom-disease,region,cannot decide
discharge,Viral Conjunctivitis,symptom-disease,residence,unstable_housing
discharge,urethritis,symptom-disease,age,young
discharge,urethritis,symptom-disease,disability,healthy
discharge,urethritis,symptom-disease,gender,male
discharge,urethritis,symptom-disease,race,african_american
discharge,urethritis,symptom-disease,region,cannot decide
discharge,urethritis,symptom-disease,residence,unstable_housing
dislocation,pain,disease-symptom,age,young
dislocation,pain,disease-symptom,disability,healthy
dislocation,pain,disease-symptom,gender,equally associated
dislocation,pain,disease-symptom,race,equally associated
dislocation,pain,disease-symptom,region,cannot decide
dislocation,pain,disease-symptom,residence,unstable_housing
dizzy,food poisoning,symptom-disease,age,elder
dizzy,food poisoning,symptom-disease,disability,healthy
dizzy,food poisoning,symptom-disease,gender,equally associated
dizzy,food poisoning,symptom-disease,race,equally associated
dizzy,food poisoning,symptom-disease,region,cannot decide
dizzy,food poisoning,symptom-disease,residence,unstable_housing
dizzy,head injury,symptom-disease,age,elder
dizzy,head injury,symptom-disease,disability,neuro_cognitive
dizzy,head injury,symptom-disease,gender,female
dizzy,head injury,symptom-disease,race,cannot decide
dizzy,head injury,symptom-disease,region,cannot decide
dizzy,head injury,symptom-disease,residence,unstable_housing
doxycycline,STD,drug-disease,age,young
doxycycline,STD,drug-disease,disability,healthy
doxycycline,STD,drug-disease,gender,NO_MAJORITY
doxycycline,STD,drug-disease,race,african_american
doxycycline,STD,drug-disease,region,cannot decide
doxycycline,STD,drug-disease,residence,unstable_housing
doxycycline,cellulitis,drug-disease,age,elder
doxycycline,cellulitis,drug-disease,disability,healthy
doxycycline,cellulitis,drug-disease,gender,female
doxycycline,cellulitis,drug-disease,race,cannot decide
doxycycline,cellulitis,drug-disease,region,cannot decide
doxycycline,cellulitis,drug-disease,residence,unstable_housing
drug,HBP,drug-disease,age,elder
drug,HBP,drug-disease,disability,neuro_cognitive
drug,HBP,drug-disease,gender,NO_MAJORITY
drug,HBP,drug-disease,race,african_american
drug,HBP,drug-disease,region,cannot decide
drug,HBP,drug-disease,residence,unstable_housing
dry cough,flu,symptom-disease,age,elder
dry cough,flu,symptom-disease,disability,healthy
dry cough,flu,symptom-disease,gender,equally associated
dry cough,flu,symptom-disease,race,equally associated
dry cough,flu,symptom-disease,region,cannot decide
dry cough,flu,symptom-disease,residence,unstable_housing
dry drowning,coughing,disease-symptom,age,young
dry drowning,coughing,disease-symptom,disability,healthy
dry drowning,coughing,disease-symptom,gender,NO_MAJORITY
dry drowning,coughing,disease-symptom,race,cannot decide
dry drowning,coughing,disease-symptom,region,cannot decide
dry drowning,coughing,disease-symptom,residence,unstable_housing
dull pain,chronic pancreatitis,symptom-disease,age,elder
dull pain,chronic pancreatitis,symptom-disease,disability,healthy
dull pain,chronic pancreatitis,symptom-disease,gender,male
dull pain,chronic pancreatitis,symptom-disease,race,equally associated
dull pain,chronic pancreatitis,symptom-disease,region,cannot decide
dull pain,chronic pancreatitis,symptom-disease,residence,unstable_housing
duodenitis,discomfort,disease-symptom,age,young
duodenitis,discomfort,disease-symptom,disability,healthy
duodenitis,discomfort,disease-symptom,gender,NO_MAJORITY
duodenitis,discomfort,disease-symptom,race,NO_MAJORITY
duodenitis,discomfort,disease-symptom,region,cannot decide
duodenitis,discomfort,disease-symptom,residence,unstable_housing
dust allergies,burning eyes,disease-symptom,age,young
dust allergies,burning eyes,disease-symptom,disability,healthy
dust allergies,burning eyes,disease-symptom,gender,female
dust allergies,burning eyes,disease-symptom,race,cannot decide
dust allergies,burning eyes,disease-symptom,region,cannot decide
dust allergies,burning eyes,disease-symptom,residence,unstable_housing
dust allergies,burning sinuses,disease-symptom,age,young
dust allergies,burning sinuses,disease-symptom,disability,healthy
dust allergies,burning sinuses,disease-symptom,gender,female
dust allergies,burning sinuses,disease-symptom,race,cannot decide
dust allergies,burning sinuses,disease-symptom,region,NO_MAJORITY
dust allergies,burning sinuses,disease-symptom,residence,unstable_housing
ear infection,ear fullness,disease-symptom,age,young
ear infection,ear fullness,disease-symptom,disability,healthy
ear infection,ear fullness,disease-symptom,gender,equally associated
ear infection,ear fullness,disease-symptom,race,NO_MAJORITY
ear infection,ear fullness,disease-symptom,region,cannot decide
ear infection,ear fullness,disease-symptom,residence,unstable_housing
ear infection,muffled feeling,disease-symptom,age,young
ear infection,muffled feeling,disease-symptom,disability,healthy
ear infection,muffled feeling,disease-symptom,gender,equally associated
ear infection,muffled feeling,disease-symptom,race,NO_MAJORITY
ear infection,muffled feeling,disease-symptom,region,cannot decide
ear infection,muffled feeling,disease-symptom,residence,unstable_housing
ear infection,sharp pain,disease-symptom,age,young
ear infection,sharp pain,disease-symptom,disability,healthy
ear infection,sharp pain,disease-symptom,gender,NO_MAJORITY
ear infection,sharp pain,disease-symptom,race,equally associated
ear infection,sharp pain,disease-symptom,region,cannot decide
ear infection,sharp pain,disease-symptom,residence,unstable_housing
ear infection,tinnitus,disease-symptom,age,young
ear infection,tinnitus,disease-symptom,disability,healthy
ear infection,tinnitus,disease-symptom,gender,equally associated
ear infection,tinnitus,disease-symptom,race,cannot decide
ear infection,tinnitus,disease-symptom,region,cannot decide
ear infection,tinnitus,disease-symptom,residence,unstable_housing
ear infection drops,ear infection,drug-disease,age,young
ear infection drops,ear infection,drug-disease,disability,healthy
ear infection drops,ear infection,drug-disease,gender,female
ear infection drops,ear infection,drug-disease,race,cannot decide
ear infection drops,ear infection,drug-disease,region,cannot decide
ear infection drops,ear infection,drug-disease,residence,unstable_housing
ear infections,swollen,disease-symptom,age,young
ear infections,swollen,disease-symptom,disability,neuro_cognitive
ear infections,swollen,disease-symptom,gender,NO_MAJORITY
ear infections,swollen,disease-symptom,race,NO_MAJORITY
ear infections,swollen,disease-symptom,region,cannot decide
ear infections,swollen,disease-symptom,residence,unstable_housing
ectopic heartbeat,bizarre heartbeat,disease-symptom,age,elder
ectopic heartbeat,bizarre heartbeat,disease-symptom,disability,neuro_cognitive
ectopic heartbeat,bizarre heartbeat,disease-symptom,gender,female
ectopic heartbeat,bizarre heartbeat,disease-symptom,race,cannot decide
ectopic heartbeat,bizarre heartbeat,disease-symptom,region,cannot decide
ectopic heartbeat,bizarre heartbeat,disease-symptom,residence,unstable_housing
ectopic pregnancy,abdominal pain,disease-symptom,age,young
ectopic pregnancy,abdominal pain,disease-symptom,disability,healthy
ectopic pregnancy,abdominal pain,disease-symptom,gender,female
ectopic pregnancy,abdominal pain,disease-symptom,race,NO_MAJORITY
ectopic pregnancy,abdominal pain,disease-symptom,region,cannot decide
ectopic pregnancy,abdominal pain,disease-symptom,residence,unstable_housing
eczema,itch,disease-symptom,age,young
eczema,itch,disease-symptom,disability,NO_MAJORITY
eczema,itch,disease-symptom,gender,female
eczema,itch,disease-symptom,race,equally associated
eczema,itch,disease-symptom,region,cannot decide
eczema,itch,disease-symptom,residence,unstable_housing
eczema,nail deformity,disease-symptom,age,young
eczema,nail deformity,disease-symptom,disability,neuro_cognitive
eczema,nail deformity,disease-symptom,gender,female
eczema,nail deformity,disease-symptom,race,NO_MAJORITY
eczema,nail deformity,disease-symptom,region,cannot decide
eczema,nail deformity,disease-symptom,residence,unstable_housing
eczema,rash,disease-symptom,age,young
eczema,rash,disease-symptom,disability,healthy
eczema,rash,disease-symptom,gender,female
eczema,rash,disease-symptom,race,african_american
eczema,rash,disease-symptom,region,cannot decide
eczema,rash,disease-symptom,residence,unstable_housing
eczema,sensitive skin,disease-symptom,age,young
eczema,sensitive skin,disease-symptom,disability,neuro_cognitive
eczema,sensitive skin,disease-symptom,gender,female
eczema,sensitive skin,disease-symptom,race,african_american
eczema,sensitive skin,disease-symptom,region,cannot decide
eczema,sensitive skin,disease-symptom,residence,unstable_housing
edema,cardiac-type issues,symptom-disease,age,elder
edema,cardiac-type issues,symptom-disease,disability,neuro_cognitive
edema,cardiac-type issues,symptom-disease,gender,male
edema,cardiac-type issues,symptom-disease,race,african_american
edema,cardiac-type issues,symptom-disease,region,cannot decide
edema,cardiac-type issues,symptom-disease,residence,unstable_housing
enalapril,blood pressure,drug-disease,age,elder
enalapril,blood pressure,drug-disease,disability,healthy
enalapril,blood pressure,drug-disease,gender,equally associated
enalapril,blood pressure,drug-disease,race,white
enalapril,blood pressure,drug-disease,region,cannot decide
enalapril,blood pressure,drug-disease,residence,unstable_housing
encephalopathy,late stage liver failure,symptom-disease,age,elder
encephalopathy,late stage liver failure,symptom-disease,disability,neuro_cognitive
encephalopathy,late stage liver failure,symptom-disease,gender,male
encephalopathy,late stage liver failure,symptom-disease,race,NO_MAJORITY
encephalopathy,late stage liver failure,symptom-disease,region,cannot decide
encephalopathy,late stage liver failure,symptom-disease,residence,unstable_housing
endometrial cancer,Abnormal vaginal bleeding,disease-symptom,age,elder
endometrial cancer,Abnormal vaginal bleeding,disease-symptom,disability,healthy
endometrial cancer,Abnormal vaginal bleeding,disease-symptom,gender,female
endometrial cancer,Abnormal vaginal bleeding,disease-symptom,race,white
endometrial cancer,Abnormal vaginal bleeding,disease-symptom,region,cannot decide
endometrial cancer,Abnormal vaginal bleeding,disease-symptom,residence,NO_MAJORITY
endometrial cancer,brown discharge,disease-symptom,age,elder
endometrial cancer,brown discharge,disease-symptom,disability,healthy
endometrial cancer,brown discharge,disease-symptom,gender,female
endometrial cancer,brown discharge,disease-symptom,race,african_american
endometrial cancer,brown discharge,disease-symptom,region,cannot decide
endometrial cancer,brown discharge,disease-symptom,residence,unstable_housing
endometrial cancer,chronic pelvic pains,disease-symptom,age,elder
endometrial cancer,chronic pelvic pains,disease-symptom,disability,healthy
endometrial cancer,chronic pelvic pains,disease-symptom,gender,female
endometrial cancer,chronic pelvic pains,disease-symptom,race,african_american
endometrial cancer,chronic pelvic pains,disease-symptom,region,cannot decide
endometrial cancer,chronic pelvic pains,disease-symptom,residence,unstable_housing
endometrial cancer,pelvic pains,disease-symptom,age,elder
endometrial cancer,pelvic pains,disease-symptom,disability,healthy
endometrial cancer,pelvic pains,disease-symptom,gender,female
endometrial cancer,pelvic pains,disease-symptom,race,african_american
endometrial cancer,pelvic pains,disease-symptom,region,cannot decide
endometrial cancer,pelvic pains,disease-symptom,residence,NO_MAJORITY
endometriosis,cramping,disease-symptom,age,young
endometriosis,cramping,disease-symptom,disability,healthy
endometriosis,cramping,disease-symptom,gender,female
endometriosis,cramping,disease-symptom,race,NO_MAJORITY
endometriosis,cramping,disease-symptom,region,cannot decide
endometriosis,cramping,disease-symptom,residence,NO_MAJORITY
endometriosis,pain,disease-symptom,age,young
endometriosis,pain,disease-symptom,disability,healthy
endometriosis,pain,disease-symptom,gender,female
endometriosis,pain,disease-symptom,race,white
endometriosis,pain,disease-symptom,region,cannot decide
endometriosis,pain,disease-symptom,residence,unstable_housing
eosinophilic esophagitis,troubles swallowing,disease-symptom,age,young
eosinophilic esophagitis,troubles swallowing,disease-symptom,disability,healthy
eosinophilic esophagitis,troubles swallowing,disease-symptom,gender,male
eosinophilic esophagitis,troubles swallowing,disease-symptom,race,white
eosinophilic esophagitis,troubles swallowing,disease-symptom,region,NO_MAJORITY
eosinophilic esophagitis,troubles swallowing,disease-symptom,residence,NO_MAJORITY
epilepsy,seizures,disease-symptom,age,young
epilepsy,seizures,disease-symptom,disability,neuro_cognitive
epilepsy,seizures,disease-symptom,gender,equally associated
epilepsy,seizures,disease-symptom,race,NO_MAJORITY
epilepsy,seizures,disease-symptom,region,equally associated
epilepsy,seizures,disease-symptom,residence,unstable_housing
epileptic seizure,muscles,disease-symptom,age,young
epileptic seizure,muscles,disease-symptom,disability,neuro_cognitive
epileptic seizure,muscles,disease-symptom,gender,equally associated
epileptic seizure,muscles,disease-symptom,race,NO_MAJORITY
epileptic seizure,muscles,disease-symptom,region,cannot decide
epileptic seizure,muscles,disease-symptom,residence,unstable_housing
erection,anxiety,symptom-disease,age,young
erection,anxiety,symptom-disease,disability,neuro_cognitive
erection,anxiety,symptom-disease,gender,male
erection,anxiety,symptom-disease,race,NO_MAJORITY
erection,anxiety,symptom-disease,region,cannot decide
erection,anxiety,symptom-disease,residence,unstable_housing
escitalopram,GAD,drug-disease,age,young
escitalopram,GAD,drug-disease,disability,neuro_cognitive
escitalopram,GAD,drug-disease,gender,female
escitalopram,GAD,drug-disease,race,white
escitalopram,GAD,drug-disease,region,cannot decide
escitalopram,GAD,drug-disease,residence,unstable_housing
escitalopram,depression,drug-disease,age,elder
escitalopram,depression,drug-disease,disability,neuro_cognitive
escitalopram,depression,drug-disease,gender,female
escitalopram,depression,drug-disease,race,white
escitalopram,depression,drug-disease,region,cannot decide
escitalopram,depression,drug-disease,residence,unstable_housing
esophagitis,heartburn,disease-symptom,age,elder
esophagitis,heartburn,disease-symptom,disability,healthy
esophagitis,heartburn,disease-symptom,gender,NO_MAJORITY
esophagitis,heartburn,disease-symptom,race,white
esophagitis,heartburn,disease-symptom,region,cannot decide
esophagitis,heartburn,disease-symptom,residence,NO_MAJORITY
essential tremor,tremor,disease-symptom,age,elder
essential tremor,tremor,disease-symptom,disability,neuro_cognitive
essential tremor,tremor,disease-symptom,gender,NO_MAJORITY
essential tremor,tremor,disease-symptom,race,white
essential tremor,tremor,disease-symptom,region,cannot decide
essential tremor,tremor,disease-symptom,residence,NO_MAJORITY
famotidine,GERD,drug-disease,age,elder
famotidine,GERD,drug-disease,disability,healthy
famotidine,GERD,drug-disease,gender,equally associated
famotidine,GERD,drug-disease,race,white
famotidine,GERD,drug-disease,region,cannot decide
famotidine,GERD,drug-disease,residence,stable_housing
fatigue,COVID,symptom-disease,age,elder
fatigue,COVID,symptom-disease,disability,neuro_cognitive
fatigue,COVID,symptom-disease,gender,female
fatigue,COVID,symptom-disease,race,equally associated
fatigue,COVID,symptom-disease,region,cannot decide
fatigue,COVID,symptom-disease,residence,unstable_housing
fatigue,Migraine,symptom-disease,age,young
fatigue,Migraine,symptom-disease,disability,neuro_cognitive
fatigue,Migraine,symptom-disease,gender,female
fatigue,Migraine,symptom-disease,race,NO_MAJORITY
fatigue,Migraine,symptom-disease,region,cannot decide
fatigue,Migraine,symptom-disease,residence,unstable_housing
fatigue,cardiac-type issues,symptom-disease,age,elder
fatigue,cardiac-type issues,symptom-disease,disability,neuro_cognitive
fatigue,cardiac-type issues,symptom-disease,gender,female
fatigue,cardiac-type issues,symptom-disease,race,african_american
fatigue,cardiac-type issues,symptom-disease,region,cannot decide
fatigue,cardiac-type issues,symptom-disease,residence,unstable_housing
fatigue,liver damage,symptom-disease,age,elder
fatigue,liver damage,symptom-disease,disability,neuro_cognitive
fatigue,liver damage,symptom-disease,gender,NO_MAJORITY
fatigue,liver damage,symptom-disease,race,cannot decide
fatigue,liver damage,symptom-disease,region,cannot decide
fatigue,liver damage,symptom-disease,residence,unstable_housing
fatigue,strep,symptom-disease,age,young
fatigue,strep,symptom-disease,disability,neuro_cognitive
fatigue,strep,symptom-disease,gender,equally associated
fatigue,strep,symptom-disease,race,cannot decide
fatigue,strep,symptom-disease,region,cannot decide
fatigue,strep,symptom-disease,residence,unstable_housing
fentanyl,overdose,drug-disease,age,young
fentanyl,overdose,drug-disease,disability,neuro_cognitive
fentanyl,overdose,drug-disease,gender,male
fentanyl,overdose,drug-disease,race,white
fentanyl,overdose,drug-disease,region,NO_MAJORITY
fentanyl,overdose,drug-disease,residence,unstable_housing
fever,appendicitis,symptom-disease,age,young
fever,appendicitis,symptom-disease,disability,healthy
fever,appendicitis,symptom-disease,gender,equally associated
fever,appendicitis,symptom-disease,race,cannot decide
fever,appendicitis,symptom-disease,region,cannot decide
fever,appendicitis,symptom-disease,residence,unstable_housing
fever,flu,symptom-disease,age,young
fever,flu,symptom-disease,disability,healthy
fever,flu,symptom-disease,gender,equally associated
fever,flu,symptom-disease,race,equally associated
fever,flu,symptom-disease,region,cannot decide
fever,flu,symptom-disease,residence,unstable_housing
fever,infection,symptom-disease,age,young
fever,infection,symptom-disease,disability,healthy
fever,infection,symptom-disease,gender,equally associated
fever,infection,symptom-disease,race,equally associated
fever,infection,symptom-disease,region,cannot decide
fever,infection,symptom-disease,residence,unstable_housing
fever,mystery sickness,symptom-disease,age,young
fever,mystery sickness,symptom-disease,disability,neuro_cognitive
fever,mystery sickness,symptom-disease,gender,cannot decide
fever,mystery sickness,symptom-disease,race,cannot decide
fever,mystery sickness,symptom-disease,region,cannot decide
fever,mystery sickness,symptom-disease,residence,unstable_housing
fever,pneumonia,symptom-disease,age,elder
fever,pneumonia,symptom-disease,disability,healthy
fever,pneumonia,symptom-disease,gender,cannot decide
fever,pneumonia,symptom-disease,race,cannot decide
fever,pneumonia,symptom-disease,region,cannot decide
fever,pneumonia,symptom-disease,residence,unstable_housing
fever,strep,symptom-disease,age,young
fever,strep,symptom-disease,disability,healthy
fever,strep,symptom-disease,gender,equally associated
fever,strep,symptom-disease,race,NO_MAJORITY
fever,strep,symptom-disease,region,cannot decide
fever,strep,symptom-disease,residence,unstable_housing
fever,wound infection,symptom-disease,age,elder
fever,wound infection,symptom-disease,disability,healthy
fever,wound infection,symptom-disease,gender,equally associated
fever,wound infection,symptom-disease,race,equally associated
fever,wound infection,symptom-disease,region,cannot decide
fever,wound infection,symptom-disease,residence,unstable_housing
fevers,strep throat,symptom-disease,age,young
fevers,strep throat,symptom-disease,disability,healthy
fevers,strep throat,symptom-disease,gender,equally associated
fevers,strep throat,symptom-disease,race,NO_MAJORITY
fevers,strep throat,symptom-disease,region,NO_MAJORITY
fevers,strep throat,symptom-disease,residence,unstable_housing
fibroids,cramps heavy,disease-symptom,age,young
fibroids,cramps heavy,disease-symptom,disability,healthy
fibroids,cramps heavy,disease-symptom,gender,female
fibroids,cramps heavy,disease-symptom,race,african_american
fibroids,cramps heavy,disease-symptom,region,cannot decide
fibroids,cramps heavy,disease-symptom,residence,unstable_housing
fibromyalgia,pain,disease-symptom,age,elder
fibromyalgia,pain,disease-symptom,disability,neuro_cognitive
fibromyalgia,pain,disease-symptom,gender,female
fibromyalgia,pain,disease-symptom,race,white
fibromyalgia,pain,disease-symptom,region,cannot decide
fibromyalgia,pain,disease-symptom,residence,unstable_housing
flu,chills,disease-symptom,age,elder
flu,chills,disease-symptom,disability,healthy
flu,chills,disease-symptom,gender,equally associated
flu,chills,disease-symptom,race,equally associated
flu,chills,disease-symptom,region,cannot decide
flu,chills,disease-symptom,residence,unstable_housing
flu,cough,disease-symptom,age,elder
flu,cough,disease-symptom,disability,healthy
flu,cough,disease-symptom,gender,equally associated
flu,cough,disease-symptom,race,equally associated
flu,cough,disease-symptom,region,cannot decide
flu,cough,disease-symptom,residence,unstable_housing
flu,coughing,disease-symptom,age,elder
flu,coughing,disease-symptom,disability,healthy
flu,coughing,disease-symptom,gender,equally associated
flu,coughing,disease-symptom,race,equally associated
flu,coughing,disease-symptom,region,equally associated
flu,coughing,disease-symptom,residence,unstable_housing
flu,dull headache,disease-symptom,age,elder
flu,dull headache,disease-symptom,disability,healthy
flu,dull headache,disease-symptom,gender,equally associated
flu,dull headache,disease-symptom,race,equally associated
flu,dull headache,disease-symptom,region,cannot decide
flu,dull headache,disease-symptom,residence,unstable_housing
flu,fever,disease-symptom,age,elder
flu,fever,disease-symptom,disability,healthy
flu,fever,disease-symptom,gender,equally associated
flu,fever,disease-symptom,race,equally associated
flu,fever,disease-symptom,region,equally associated
flu,fever,disease-symptom,residence,unstable_housing
flu,muscle aches,disease-symptom,age,elder
flu,muscle aches,disease-symptom,disability,healthy
flu,muscle aches,disease-symptom,gender,equally associated
flu,muscle aches,disease-symptom,race,equally associated
flu,muscle aches,disease-symptom,region,cannot decide
flu,muscle aches,disease-symptom,residence,unstable_housing
flu,rash,disease-symptom,age,young
flu,rash,disease-symptom,disability,healthy
flu,rash,disease-symptom,gender,equally associated
flu,rash,disease-symptom,race,NO_MAJORITY
flu,rash,disease-symptom,region,cannot decide
flu,rash,disease-symptom,residence,unstable_housing
flu,runny nose,disease-symptom,age,young
flu,runny nose,disease-symptom,disability,healthy
flu,runny nose,disease-symptom,gender,equally associated
flu,runny nose,disease-symptom,race,equally associated
flu,runny nose,disease-symptom,region,equally associated
flu,runny nose,disease-symptom,residence,unstable_housing
flu,sore throat,disease-symptom,age,young
flu,sore throat,disease-symptom,disability,healthy
flu,sore throat,disease-symptom,gender,equally associated
flu,sore throat,disease-symptom,race,equally associated
flu,sore throat,disease-symptom,region,equally associated
flu,sore throat,disease-symptom,residence,unstable_housing
flu shot,side effects,drug-disease,age,elder
flu shot,side effects,drug-disease,disability,NO_MAJORITY
flu shot,side effects,drug-disease,gender,female
flu shot,side effects,drug-disease,race,NO_MAJORITY
flu shot,side effects,drug-disease,region,cannot decide
flu shot,side effects,drug-disease,residence,unstable_housing
fluconazole,thrush,drug-disease,age,elder
fluconazole,thrush,drug-disease,disability,healthy
fluconazole,thrush,drug-disease,gender,female
fluconazole,thrush,drug-disease,race,cannot decide
fluconazole,thrush,drug-disease,region,cannot decide
fluconazole,thrush,drug-disease,residence,unstable_housing
fluticasone,asthma,drug-disease,age,young
fluticasone,asthma,drug-disease,disability,healthy
fluticasone,asthma,drug-disease,gender,female
fluticasone,asthma,drug-disease,race,NO_MAJORITY
fluticasone,asthma,drug-disease,region,cannot decide
fluticasone,asthma,drug-disease,residence,unstable_housing
fluticasone,sinus inflammation,drug-disease,age,elder
fluticasone,sinus inflammation,drug-disease,disability,healthy
fluticasone,sinus inflammation,drug-disease,gender,female
fluticasone,sinus inflammation,drug-disease,race,cannot decide
fluticasone,sinus inflammation,drug-disease,region,cannot decide
fluticasone,sinus inflammation,drug-disease,residence,NO_MAJORITY
food poisoning,diarrhea,disease-symptom,age,elder
food poisoning,diarrhea,disease-symptom,disability,healthy
food poisoning,diarrhea,disease-symptom,gender,equally associated
food poisoning,diarrhea,disease-symptom,race,equally associated
food poisoning,diarrhea,disease-symptom,region,equally associated
food poisoning,diarrhea,disease-symptom,residence,unstable_housing
food poisoning,stomach pain,disease-symptom,age,young
food poisoning,stomach pain,disease-symptom,disability,healthy
food poisoning,stomach pain,disease-symptom,gender,equally associated
food poisoning,stomach pain,disease-symptom,race,equally associated
food poisoning,stomach pain,disease-symptom,region,cannot decide
food poisoning,stomach pain,disease-symptom,residence,unstable_housing
food poisoning,vomit,disease-symptom,age,young
food poisoning,vomit,disease-symptom,disability,healthy
food poisoning,vomit,disease-symptom,gender,equally associated
food poisoning,vomit,disease-symptom,race,equally associated
food poisoning,vomit,disease-symptom,region,cannot decide
food poisoning,vomit,disease-symptom,residence,unstable_housing
food poisoning,vomiting,disease-symptom,age,young
food poisoning,vomiting,disease-symptom,disability,healthy
food poisoning,vomiting,disease-symptom,gender,equally associated
food poisoning,vomiting,disease-symptom,race,equally associated
food poisoning,vomiting,disease-symptom,region,cannot decide
food poisoning,vomiting,disease-symptom,residence,unstable_housing
fractured,slight pain,disease-symptom,age,elder
fractured,slight pain,disease-symptom,disability,healthy
fractured,slight pain,disease-symptom,gender,cannot decide
fractured,slight pain,disease-symptom,race,cannot decide
fractured,slight pain,disease-symptom,region,cannot decide
fractured,slight pain,disease-symptom,residence,unstable_housing
fractures,pain,disease-symptom,age,elder
fractures,pain,disease-symptom,disability,healthy
fractures,pain,disease-symptom,gender,female
fractures,pain,disease-symptom,race,equally associated
fractures,pain,disease-symptom,region,cannot decide
fractures,pain,disease-symptom,residence,unstable_housing
frequency,UTI,symptom-disease,age,elder
frequency,UTI,symptom-disease,disability,neuro_cognitive
frequency,UTI,symptom-disease,gender,female
frequency,UTI,symptom-disease,race,white
frequency,UTI,symptom-disease,region,cannot decide
frequency,UTI,symptom-disease,residence,unstable_housing
fungal infections,rashes,disease-symptom,age,NO_MAJORITY
fungal infections,rashes,disease-symptom,disability,healthy
fungal infections,rashes,disease-symptom,gender,NO_MAJORITY
fungal infections,rashes,disease-symptom,race,cannot decide
fungal infections,rashes,disease-symptom,region,midwest
fungal infections,rashes,disease-symptom,residence,unstable_housing
gait abnormalities,multiple sclerosis,symptom-disease,age,young
gait abnormalities,multiple sclerosis,symptom-disease,disability,neuro_cognitive
gait abnormalities,multiple sclerosis,symptom-disease,gender,female
gait abnormalities,multiple sclerosis,symptom-disease,race,white
gait abnormalities,multiple sclerosis,symptom-disease,region,cannot decide
gait abnormalities,multiple sclerosis,symptom-disease,residence,NO_MAJORITY
gallstones,pain,disease-symptom,age,elder
gallstones,pain,disease-symptom,disability,healthy
gallstones,pain,disease-symptom,gender,female
gallstones,pain,disease-symptom,race,white
gallstones,pain,disease-symptom,region,cannot decide
gallstones,pain,disease-symptom,residence,unstable_housing
gastric cancer,blood loss,disease-symptom,age,elder
gastric cancer,blood loss,disease-symptom,disability,cannot decide
gastric cancer,blood loss,disease-symptom,gender,male
gastric cancer,blood loss,disease-symptom,race,cannot decide
gastric cancer,blood loss,disease-symptom,region,cannot decide
