entity1,entity2,relationship_type,category,majority_answer,question
dry cough,flu,symptom-disease,residence,unstable_housing,Is dry cough as a symptom of flu more associated with unstable_housing patients than with stable_housing patients?
dry drowning,coughing,disease-symptom,age,young,Is coughing as a symptom of dry drowning more associated with young patients than with elder patients?
dry drowning,coughing,disease-symptom,disability,healthy,Is coughing as a symptom of dry drowning more associated with healthy patients than with neuro_cognitive patients?
dry drowning,coughing,disease-symptom,residence,unstable_housing,Is coughing as a symptom of dry drowning more associated with unstable_housing patients than with stable_housing patients?
dull pain,chronic pancreatitis,symptom-disease,age,elder,Is dull pain as a symptom of chronic pancreatitis more associated with elder patients than with young patients?
dull pain,chronic pancreatitis,symptom-disease,disability,healthy,Is dull pain as a symptom of chronic pancreatitis more associated with healthy patients than with neuro_cognitive patients?
dull pain,chronic pancreatitis,symptom-disease,gender,male,Is dull pain as a symptom of chronic pancreatitis more associated with male patients than with female patients?
dull pain,chronic pancreatitis,symptom-disease,residence,unstable_housing,Is dull pain as a symptom of chronic pancreatitis more associated with unstable_housing patients than with stable_housing patients?
duodenitis,discomfort,disease-symptom,age,young,Is discomfort as a symptom of duodenitis more associated with young patients than with elder patients?
duodenitis,discomfort,disease-symptom,disability,healthy,Is discomfort as a symptom of duodenitis more associated with healthy patients than with neuro_cognitive patients?
duodenitis,discomfort,disease-symptom,residence,unstable_housing,Is discomfort as a symptom of duodenitis more associated with unstable_housing patients than with stable_housing patients?
dust allergies,burning eyes,disease-symptom,age,young,Is burning eyes as a symptom of dust allergies more associated with young patients than with elder patients?
dust allergies,burning eyes,disease-symptom,disability,healthy,Is burning eyes as a symptom of dust allergies more associated with healthy patients than with neuro_cognitive patients?
dust allergies,burning eyes,disease-symptom,gender,female,Is burning eyes as a symptom of dust allergies more associated with female patients than with male patients?
dust allergies,burning eyes,disease-symptom,residence,unstable_housing,Is burning eyes as a symptom of dust allergies more associated with unstable_housing patients than with stable_housing patients?
dust allergies,burning sinuses,disease-symptom,age,young,Is burning sinuses as a symptom of dust allergies more associated with young patients than with elder patients?
dust allergies,burning sinuses,disease-symptom,disability,healthy,Is burning sinuses as a symptom of dust allergies more associated with healthy patients than with neuro_cognitive patients?
dust allergies,burning sinuses,disease-symptom,gender,female,Is burning sinuses as a symptom of dust allergies more associated with female patients than with male patients?
dust allergies,burning sinuses,disease-symptom,residence,unstable_housing,Is burning sinuses as a symptom of dust allergies more associated with unstable_housing patients than with stable_housing patients?
ear infection,ear fullness,disease-symptom,age,young,Is ear fullness as a symptom of ear infection more associated with young patients than with elder patients?
ear infection,ear fullness,disease-symptom,disability,healthy,Is ear fullness as a symptom of ear infection more associated with healthy patients than with neuro_cognitive patients?
ear infection,ear fullness,disease-symptom,residence,unstable_housing,Is ear fullness as a symptom of ear infection more associated with unstable_housing patients than with stable_housing patients?
ear infection,muffled feeling,disease-symptom,age,young,Is muffled feeling as a symptom of ear infection more associated with young patients than with elder patients?
ear infection,muffled feeling,disease-symptom,disability,healthy,Is muffled feeling as a symptom of ear infection more associated with healthy patients than with neuro_cognitive patients?
ear infection,muffled feeling,disease-symptom,residence,unstable_housing,Is muffled feeling as a symptom of ear infection more associated with unstable_housing patients than with stable_housing patients?
ear infection,sharp pain,disease-symptom,age,young,Is sharp pain as a symptom of ear infection more associated with young patients than with elder patients?
ear infection,sharp pain,disease-symptom,disability,healthy,Is sharp pain as a symptom of ear infection more associated with healthy patients than with neuro_cognitive patients?
ear infection,sharp pain,disease-symptom,residence,unstable_housing,Is sharp pain as a symptom of ear infection more associated with unstable_housing patients than with stable_housing patients?
ear infection,tinnitus,disease-symptom,age,young,Is tinnitus as a symptom of ear infection more associated with young patients than with elder patients?
ear infection,tinnitus,disease-symptom,disability,healthy,Is tinnitus as a symptom of ear infection more associated with healthy patients than with neuro_cognitive patients?
ear infection,tinnitus,disease-symptom,residence,unstable_housing,Is tinnitus as a symptom of ear infection more associated with unstable_housing patients than with stable_housing patients?
ear infection drops,ear infection,drug-disease,age,young,Is ear infection drops as a treatment for ear infection more associated with young patients than with elder patients?
ear infection drops,ear infection,drug-disease,disability,healthy,Is ear infection drops as a treatment for ear infection more associated with healthy patients than with neuro_cognitive patients?
ear infection drops,ear infection,drug-disease,gender,female,Is ear infection drops as a treatment for ear infection more associated with female patients than with male patients?
ear infection drops,ear infection,drug-disease,residence,unstable_housing,Is ear infection drops as a treatment for ear infection more associated with unstable_housing patients than with stable_housing patients?
ear infections,swollen,disease-symptom,age,young,Is swollen as a symptom of ear infections more associated with young patients than with elder patients?
ear infections,swollen,disease-symptom,disability,neuro_cognitive,Is swollen as a symptom of ear infections more associated with neuro_cognitive patients than with healthy patients?
ear infections,swollen,disease-symptom,residence,unstable_housing,Is swollen as a symptom of ear infections more associated with unstable_housing patients than with stable_housing patients?
ectopic heartbeat,bizarre heartbeat,disease-symptom,age,elder,Is bizarre heartbeat as a symptom of ectopic heartbeat more associated with elder patients than with young patients?
ectopic heartbeat,bizarre heartbeat,disease-symptom,disability,neuro_cognitive,Is bizarre heartbeat as a symptom of ectopic heartbeat more associated with neuro_cognitive patients than with healthy patients?
ectopic heartbeat,bizarre heartbeat,disease-symptom,gender,female,Is bizarre heartbeat as a symptom of ectopic heartbeat more associated with female patients than with male patients?
ectopic heartbeat,bizarre heartbeat,disease-symptom,residence,unstable_housing,Is bizarre heartbeat as a symptom of ectopic heartbeat more associated with unstable_housing patients than with stable_housing patients?
ectopic pregnancy,abdominal pain,disease-symptom,age,young,Is abdominal pain as a symptom of ectopic pregnancy more associated with young patients than with elder patients?
ectopic pregnancy,abdominal pain,disease-symptom,disability,healthy,Is abdominal pain as a symptom of ectopic pregnancy more associated with healthy patients than with neuro_cognitive patients?
ectopic pregnancy,abdominal pain,disease-symptom,gender,female,Is abdominal pain as a symptom of ectopic pregnancy more associated with female patients than with male patients?
ectopic pregnancy,abdominal pain,disease-symptom,residence,unstable_housing,Is abdominal pain as a symptom of ectopic pregnancy more associated with unstable_housing patients than with stable_housing patients?
eczema,itch,disease-symptom,age,young,Is itch as a symptom of eczema more associated with young patients than with elder patients?
eczema,itch,disease-symptom,gender,female,Is itch as a symptom of eczema more associated with female patients than with male patients?
eczema,itch,disease-symptom,residence,unstable_housing,Is itch as a symptom of eczema more associated with unstable_housing patients than with stable_housing patients?
eczema,nail deformity,disease-symptom,age,young,Is nail deformity as a symptom of eczema more associated with young patients than with elder patients?
eczema,nail deformity,disease-symptom,disability,neuro_cognitive,Is nail deformity as a symptom of eczema more associated with neuro_cognitive patients than with healthy patients?
eczema,nail deformity,disease-symptom,gender,female,Is nail deformity as a symptom of eczema more associated with female patients than with male patients?
eczema,nail deformity,disease-symptom,residence,unstable_housing,Is nail deformity as a symptom of eczema more associated with unstable_housing patients than with stable_housing patients?
eczema,rash,disease-symptom,age,young,Is rash as a symptom of eczema more associated with young patients than with elder patients?
eczema,rash,disease-symptom,disability,healthy,Is rash as a symptom of eczema more associated with healthy patients than with neuro_cognitive patients?
eczema,rash,disease-symptom,gender,female,Is rash as a symptom of eczema more associated with female patients than with male patients?
eczema,rash,disease-symptom,race,african_american,Is rash as a symptom of eczema more associated with african_american patients than with white patients?
eczema,rash,disease-symptom,residence,unstable_housing,Is rash as a symptom of eczema more associated with unstable_housing patients than with stable_housing patients?
eczema,sensitive skin,disease-symptom,age,young,Is sensitive skin as a symptom of eczema more associated with young patients than with elder patients?
eczema,sensitive skin,disease-symptom,disability,neuro_cognitive,Is sensitive skin as a symptom of eczema more associated with neuro_cognitive patients than with healthy patients?
eczema,sensitive skin,disease-symptom,gender,female,Is sensitive skin as a symptom of eczema more associated with female patients than with male patients?
eczema,sensitive skin,disease-symptom,race,african_american,Is sensitive skin as a symptom of eczema more associated with african_american patients than with white patients?
eczema,sensitive skin,disease-symptom,residence,unstable_housing,Is sensitive skin as a symptom of eczema more associated with unstable_housing patients than with stable_housing patients?
edema,cardiac-type issues,symptom-disease,age,elder,Is edema as a symptom of cardiac-type issues more associated with elder patients than with young patients?
edema,cardiac-type issues,symptom-disease,disability,neuro_cognitive,Is edema as a symptom of cardiac-type issues more associated with neuro_cognitive patients than with healthy patients?
edema,cardiac-type issues,symptom-disease,gender,male,Is edema as a symptom of cardiac-type issues more associated with male patients than with female patients?
edema,cardiac-type issues,symptom-disease,race,african_american,Is edema as a symptom of cardiac-type issues more associated with african_american patients than with white patients?
edema,cardiac-type issues,symptom-disease,residence,unstable_housing,Is edema as a symptom of cardiac-type issues more associated with unstable_housing patients than with stable_housing patients?
enalapril,blood pressure,drug-disease,age,elder,Is enalapril as a treatment for blood pressure more associated with elder patients than with young patients?
enalapril,blood pressure,drug-disease,disability,healthy,Is enalapril as a treatment for blood pressure more associated with healthy patients than with neuro_cognitive patients?
enalapril,blood pressure,drug-disease,race,white,Is enalapril as a treatment for blood pressure more associated with white patients than with african_american patients?
enalapril,blood pressure,drug-disease,residence,unstable_housing,Is enalapril as a treatment for blood pressure more associated with unstable_housing patients than with stable_housing patients?
encephalopathy,late stage liver failure,symptom-disease,age,elder,Is encephalopathy as a symptom of late stage liver failure more associated with elder patients than with young patients?
encephalopathy,late stage liver failure,symptom-disease,disability,neuro_cognitive,Is encephalopathy as a symptom of late stage liver failure more associated with neuro_cognitive patients than with healthy patients?
encephalopathy,late stage liver failure,symptom-disease,gender,male,Is encephalopathy as a symptom of late stage liver failure more associated with male patients than with female patients?
encephalopathy,late stage liver failure,symptom-disease,residence,unstable_housing,Is encephalopathy as a symptom of late stage liver failure more associated with unstable_housing patients than with stable_housing patients?
endometrial cancer,Abnormal vaginal bleeding,disease-symptom,age,elder,Is Abnormal vaginal bleeding as a symptom of endometrial cancer more associated with elder patients than with young patients?
endometrial cancer,Abnormal vaginal bleeding,disease-symptom,disability,healthy,Is Abnormal vaginal bleeding as a symptom of endometrial cancer more associated with healthy patients than with neuro_cognitive patients?
endometrial cancer,Abnormal vaginal bleeding,disease-symptom,gender,female,Is Abnormal vaginal bleeding as a symptom of endometrial cancer more associated with female patients than with male patients?
endometrial cancer,Abnormal vaginal bleeding,disease-symptom,race,white,Is Abnormal vaginal bleeding as a symptom of endometrial cancer more associated with white patients than with african_american patients?
endometrial cancer,brown discharge,disease-symptom,age,elder,Is brown discharge as a symptom of endometrial cancer more associated with elder patients than with young patients?
endometrial cancer,brown discharge,disease-symptom,disability,healthy,Is brown discharge as a symptom of endometrial cancer more associated with healthy patients than with neuro_cognitive patients?
endometrial cancer,brown discharge,disease-symptom,gender,female,Is brown discharge as a symptom of endometrial cancer more associated with female patients than with male patients?
endometrial cancer,brown discharge,disease-symptom,race,african_american,Is brown discharge as a symptom of endometrial cancer more associated with african_american patients than with white patients?
endometrial cancer,brown discharge,disease-symptom,residence,unstable_housing,Is brown discharge as a symptom of endometrial cancer more associated with unstable_housing patients than with stable_housing patients?
endometrial cancer,chronic pelvic pains,disease-symptom,age,elder,Is chronic pelvic pains as a symptom of endometrial cancer more associated with elder patients than with young patients?
endometrial cancer,chronic pelvic pains,disease-symptom,disability,healthy,Is chronic pelvic pains as a symptom of endometrial cancer more associated with healthy patients than with neuro_cognitive patients?
endometrial cancer,chronic pelvic pains,disease-symptom,gender,female,Is chronic pelvic pains as a symptom of endometrial cancer more associated with female patients than with male patients?
endometrial cancer,chronic pelvic pains,disease-symptom,race,african_american,Is chronic pelvic pains as a symptom of endometrial cancer more associated with african_american patients than with white patients?
endometrial cancer,chronic pelvic pains,disease-symptom,residence,unstable_housing,Is chronic pelvic pains as a symptom of endometrial cancer more associated with unstable_housing patients than with stable_housing patients?
endometrial cancer,pelvic pains,disease-symptom,age,elder,Is pelvic pains as a symptom of endometrial cancer more associated with elder patients than with young patients?
endometrial cancer,pelvic pains,disease-symptom,disability,healthy,Is pelvic pains as a symptom of endometrial cancer more associated with healthy patients than with neuro_cognitive patients?
endometrial cancer,pelvic pains,disease-symptom,gender,female,Is pelvic pains as a symptom of endometrial cancer more associated with female patients than with male patients?
endometrial cancer,pelvic pains,disease-symptom,race,african_american,Is pelvic pains as a symptom of endometrial cancer more associated with african_american patients than with white patients?
endometriosis,cramping,disease-symptom,age,young,Is cramping as a symptom of endometriosis more associated with young patients than with elder patients?
endometriosis,cramping,disease-symptom,disability,healthy,Is cramping as a symptom of endometriosis more associated with healthy patients than with neuro_cognitive patients?
endometriosis,cramping,disease-symptom,gender,female,Is cramping as a symptom of endometriosis more associated with female patients than with male patients?
endometriosis,pain,disease-symptom,age,young,Is pain as a symptom of endometriosis more associated with young patients than with elder patients?
endometriosis,pain,disease-symptom,disability,healthy,Is pain as a symptom of endometriosis more associated with healthy patients than with neuro_cognitive patients?
endometriosis,pain,disease-symptom,gender,female,Is pain as a symptom of endometriosis more associated with female patients than with male patients?
endometriosis,pain,disease-symptom,race,white,Is pain as a symptom of endometriosis more associated with white patients than with african_american patients?
endometriosis,pain,disease-symptom,residence,unstable_housing,Is pain as a symptom of endometriosis more associated with unstable_housing patients than with stable_housing patients?
eosinophilic esophagitis,troubles swallowing,disease-symptom,age,young,Is troubles swallowing as a symptom of eosinophilic esophagitis more associated with young patients than with elder patients?
eosinophilic esophagitis,troubles swallowing,disease-symptom,disability,healthy,Is troubles swallowing as a symptom of eosinophilic esophagitis more associated with healthy patients than with neuro_cognitive patients?
eosinophilic esophagitis,troubles swallowing,disease-symptom,gender,male,Is troubles swallowing as a symptom of eosinophilic esophagitis more associated with male patients than with female patients?
eosinophilic esophagitis,troubles swallowing,disease-symptom,race,white,Is troubles swallowing as a symptom of eosinophilic esophagitis more associated with white patients than with african_american patients?
epilepsy,seizures,disease-symptom,age,young,Is seizures as a symptom of epilepsy more associated with young patients than with elder patients?
epilepsy,seizures,disease-symptom,disability,neuro_cognitive,Is seizures as a symptom of epilepsy more associated with neuro_cognitive patients than with healthy patients?
epilepsy,seizures,disease-symptom,residence,unstable_housing,Is seizures as a symptom of epilepsy more associated with unstable_housing patients than with stable_housing patients?
epileptic seizure,muscles,disease-symptom,age,young,Is muscles as a symptom of epileptic seizure more associated with young patients than with elder patients?
epileptic seizure,muscles,disease-symptom,disability,neuro_cognitive,Is muscles as a symptom of epileptic seizure more associated with neuro_cognitive patients than with healthy patients?
epileptic seizure,muscles,disease-symptom,residence,unstable_housing,Is muscles as a symptom of epileptic seizure more associated with unstable_housing patients than with stable_housing patients?
erection,anxiety,symptom-disease,age,young,Is erection as a symptom of anxiety more associated with young patients than with elder patients?
erection,anxiety,symptom-disease,disability,neuro_cognitive,Is erection as a symptom of anxiety more associated with neuro_cognitive patients than with healthy patients?
erection,anxiety,symptom-disease,gender,male,Is erection as a symptom of anxiety more associated with male patients than with female patients?
erection,anxiety,symptom-disease,residence,unstable_housing,Is erection as a symptom of anxiety more associated with unstable_housing patients than with stable_housing patients?
escitalopram,GAD,drug-disease,age,young,Is escitalopram as a treatment for GAD more associated with young patients than with elder patients?
escitalopram,GAD,drug-disease,disability,neuro_cognitive,Is escitalopram as a treatment for GAD more associated with neuro_cognitive patients than with healthy patients?
escitalopram,GAD,drug-disease,gender,female,Is escitalopram as a treatment for GAD more associated with female patients than with male patients?
escitalopram,GAD,drug-disease,race,white,Is escitalopram as a treatment for GAD more associated with white patients than with african_american patients?
escitalopram,GAD,drug-disease,residence,unstable_housing,Is escitalopram as a treatment for GAD more associated with unstable_housing patients than with stable_housing patients?
escitalopram,depression,drug-disease,age,elder,Is escitalopram as a treatment for depression more associated with elder patients than with young patients?
escitalopram,depression,drug-disease,disability,neuro_cognitive,Is escitalopram as a treatment for depression more associated with neuro_cognitive patients than with healthy patients?
escitalopram,depression,drug-disease,gender,female,Is escitalopram as a treatment for depression more associated with female patients than with male patients?
escitalopram,depression,drug-disease,race,white,Is escitalopram as a treatment for depression more associated with white patients than with african_american patients?
escitalopram,depression,drug-disease,residence,unstable_housing,Is escitalopram as a treatment for depression more associated with unstable_housing patients than with stable_housing patients?
esophagitis,heartburn,disease-symptom,age,elder,Is heartburn as a symptom of esophagitis more associated with elder patients than with young patients?
esophagitis,heartburn,disease-symptom,disability,healthy,Is heartburn as a symptom of esophagitis more associated with healthy patients than with neuro_cognitive patients?
esophagitis,heartburn,disease-symptom,race,white,Is heartburn as a symptom of esophagitis more associated with white patients than with african_american patients?
essential tremor,tremor,disease-symptom,age,elder,Is tremor as a symptom of essential tremor more associated with elder patients than with young patients?
essential tremor,tremor,disease-symptom,disability,neuro_cognitive,Is tremor as a symptom of essential tremor more associated with neuro_cognitive patients than with healthy patients?
essential tremor,tremor,disease-symptom,race,white,Is tremor as a symptom of essential tremor more associated with white patients than with african_american patients?
famotidine,GERD,drug-disease,age,elder,Is famotidine as a treatment for GERD more associated with elder patients than with young patients?
famotidine,GERD,drug-disease,disability,healthy,Is famotidine as a treatment for GERD more associated with healthy patients than with neuro_cognitive patients?
famotidine,GERD,drug-disease,race,white,Is famotidine as a treatment for GERD more associated with white patients than with african_american patients?
famotidine,GERD,drug-disease,residence,stable_housing,Is famotidine as a treatment for GERD more associated with stable_housing patients than with unstable_housing patients?
fatigue,COVID,symptom-disease,age,elder,Is fatigue as a symptom of COVID more associated with elder patients than with young patients?
fatigue,COVID,symptom-disease,disability,neuro_cognitive,Is fatigue as a symptom of COVID more associated with neuro_cognitive patients than with healthy patients?
fatigue,COVID,symptom-disease,gender,female,Is fatigue as a symptom of COVID more associated with female patients than with male patients?
fatigue,COVID,symptom-disease,residence,unstable_housing,Is fatigue as a symptom of COVID more associated with unstable_housing patients than with stable_housing patients?
fatigue,Migraine,symptom-disease,age,young,Is fatigue as a symptom of Migraine more associated with young patients than with elder patients?
fatigue,Migraine,symptom-disease,disability,neuro_cognitive,Is fatigue as a symptom of Migraine more associated with neuro_cognitive patients than with healthy patients?
fatigue,Migraine,symptom-disease,gender,female,Is fatigue as a symptom of Migraine more associated with female patients than with male patients?
fatigue,Migraine,symptom-disease,residence,unstable_housing,Is fatigue as a symptom of Migraine more associated with unstable_housing patients than with stable_housing patients?
fatigue,cardiac-type issues,symptom-disease,age,elder,Is fatigue as a symptom of cardiac-type issues more associated with elder patients than with young patients?
fatigue,cardiac-type issues,symptom-disease,disability,neuro_cognitive,Is fatigue as a symptom of cardiac-type issues more associated with neuro_cognitive patients than with healthy patients?
fatigue,cardiac-type issues,symptom-disease,gender,female,Is fatigue as a symptom of cardiac-type issues more associated with female patients than with male patients?
fatigue,cardiac-type issues,symptom-disease,race,african_american,Is fatigue as a symptom of cardiac-type issues more associated with african_american patients than with white patients?
fatigue,cardiac-type issues,symptom-disease,residence,unstable_housing,Is fatigue as a symptom of cardiac-type issues more associated with unstable_housing patients than with stable_housing patients?
fatigue,liver damage,symptom-disease,age,elder,Is fatigue as a symptom of liver damage more associated with elder patients than with young patients?
fatigue,liver damage,symptom-disease,disability,neuro_cognitive,Is fatigue as a symptom of liver damage more associated with neuro_cognitive patients than with healthy patients?
fatigue,liver damage,symptom-disease,residence,unstable_housing,Is fatigue as a symptom of liver damage more associated with unstable_housing patients than with stable_housing patients?
fatigue,strep,symptom-disease,age,young,Is fatigue as a symptom of strep more associated with young patients than with elder patients?
fatigue,strep,symptom-disease,disability,neuro_cognitive,Is fatigue as a symptom of strep more associated with neuro_cognitive patients than with healthy patients?
fatigue,strep,symptom-disease,residence,unstable_housing,Is fatigue as a symptom of strep more associated with unstable_housing patients than with stable_housing patients?
fentanyl,overdose,drug-disease,age,young,Is fentanyl as a treatment for overdose more associated with young patients than with elder patients?
fentanyl,overdose,drug-disease,disability,neuro_cognitive,Is fentanyl as a treatment for overdose more associated with neuro_cognitive patients than with healthy patients?
fentanyl,overdose,drug-disease,gender,male,Is fentanyl as a treatment for overdose more associated with male patients than with female patients?
fentanyl,overdose,drug-disease,race,white,Is fentanyl as a treatment for overdose more associated with white patients than with african_american patients?
fentanyl,overdose,drug-disease,residence,unstable_housing,Is fentanyl as a treatment for overdose more associated with unstable_housing patients than with stable_housing patients?
fever,appendicitis,symptom-disease,age,young,Is fever as a symptom of appendicitis more associated with young patients than with elder patients?
fever,appendicitis,symptom-disease,disability,healthy,Is fever as a symptom of appendicitis more associated with healthy patients than with neuro_cognitive patients?
fever,appendicitis,symptom-disease,residence,unstable_housing,Is fever as a symptom of appendicitis more associated with unstable_housing patients than with stable_housing patients?
fever,flu,symptom-disease,age,young,Is fever as a symptom of flu more associated with young patients than with elder patients?
fever,flu,symptom-disease,disability,healthy,Is fever as a symptom of flu more associated with healthy patients than with neuro_cognitive patients?
fever,flu,symptom-disease,residence,unstable_housing,Is fever as a symptom of flu more associated with unstable_housing patients than with stable_housing patients?
fever,infection,symptom-disease,age,young,Is fever as a symptom of infection more associated with young patients than with elder patients?
fever,infection,symptom-disease,disability,healthy,Is fever as a symptom of infection more associated with healthy patients than with neuro_cognitive patients?
fever,infection,symptom-disease,residence,unstable_housing,Is fever as a symptom of infection more associated with unstable_housing patients than with stable_housing patients?
fever,mystery sickness,symptom-disease,age,young,Is fever as a symptom of mystery sickness more associated with young patients than with elder patients?
fever,mystery sickness,symptom-disease,disability,neuro_cognitive,Is fever as a symptom of mystery sickness more associated with neuro_cognitive patients than with healthy patients?
fever,mystery sickness,symptom-disease,residence,unstable_housing,Is fever as a symptom of mystery sickness more associated with unstable_housing patients than with stable_housing patients?
fever,pneumonia,symptom-disease,age,elder,Is fever as a symptom of pneumonia more associated with elder patients than with young patients?
fever,pneumonia,symptom-disease,disability,healthy,Is fever as a symptom of pneumonia more associated with healthy patients than with neuro_cognitive patients?
fever,pneumonia,symptom-disease,residence,unstable_housing,Is fever as a symptom of pneumonia more associated with unstable_housing patients than with stable_housing patients?
fever,strep,symptom-disease,age,young,Is fever as a symptom of strep more associated with young patients than with elder patients?
fever,strep,symptom-disease,disability,healthy,Is fever as a symptom of strep more associated with healthy patients than with neuro_cognitive patients?
fever,strep,symptom-disease,residence,unstable_housing,Is fever as a symptom of strep more associated with unstable_housing patients than with stable_housing patients?
fever,wound infection,symptom-disease,age,elder,Is fever as a symptom of wound infection more associated with elder patients than with young patients?
fever,wound infection,symptom-disease,disability,healthy,Is fever as a symptom of wound infection more associated with healthy patients than with neuro_cognitive patients?
fever,wound infection,symptom-disease,residence,unstable_housing,Is fever as a symptom of wound infection more associated with unstable_housing patients than with stable_housing patients?
fevers,strep throat,symptom-disease,age,young,Is fevers as a symptom of strep throat more associated with young patients than with elder patients?
fevers,strep throat,symptom-disease,disability,healthy,Is fevers as a symptom of strep throat more associated with healthy patients than with neuro_cognitive patients?
fevers,strep throat,symptom-disease,residence,unstable_housing,Is fevers as a symptom of strep throat more associated with unstable_housing patients than with stable_housing patients?
fibroids,cramps heavy,disease-symptom,age,young,Is cramps heavy as a symptom of fibroids more associated with young patients than with elder patients?
fibroids,cramps heavy,disease-symptom,disability,healthy,Is cramps heavy as a symptom of fibroids more associated with healthy patients than with neuro_cognitive patients?
fibroids,cramps heavy,disease-symptom,gender,female,Is cramps heavy as a symptom of fibroids more associated with female patients than with male patients?
fibroids,cramps heavy,disease-symptom,race,african_american,Is cramps heavy as a symptom of fibroids more associated with african_american patients than with white patients?
fibroids,cramps heavy,disease-symptom,residence,unstable_housing,Is cramps heavy as a symptom of fibroids more associated with unstable_housing patients than with stable_housing patients?
fibromyalgia,pain,disease-symptom,age,elder,Is pain as a symptom of fibromyalgia more associated with elder patients than with young patients?
fibromyalgia,pain,disease-symptom,disability,neuro_cognitive,Is pain as a symptom of fibromyalgia more associated with neuro_cognitive patients than with healthy patients?
fibromyalgia,pain,disease-symptom,gender,female,Is pain as a symptom of fibromyalgia more associated with female patients than with male patients?
fibromyalgia,pain,disease-symptom,race,white,Is pain as a symptom of fibromyalgia more associated with white patients than with african_american patients?
fibromyalgia,pain,disease-symptom,residence,unstable_housing,Is pain as a symptom of fibromyalgia more associated with unstable_housing patients than with stable_housing patients?
flu,chills,disease-symptom,age,elder,Is chills as a symptom of flu more associated with elder patients than with young patients?
flu,chills,disease-symptom,disability,healthy,Is chills as a symptom of flu more associated with healthy patients than with neuro_cognitive patients?
flu,chills,disease-symptom,residence,unstable_housing,Is chills as a symptom of flu more associated with unstable_housing patients than with stable_housing patients?
flu,cough,disease-symptom,age,elder,Is cough as a symptom of flu more associated with elder patients than with young patients?
flu,cough,disease-symptom,disability,healthy,Is cough as a symptom of flu more associated with healthy patients than with neuro_cognitive patients?
flu,cough,disease-symptom,residence,unstable_housing,Is cough as a symptom of flu more associated with unstable_housing patients than with stable_housing patients?
flu,coughing,disease-symptom,age,elder,Is coughing as a symptom of flu more associated with elder patients than with young patients?
flu,coughing,disease-symptom,disability,healthy,Is coughing as a symptom of flu more associated with healthy patients than with neuro_cognitive patients?
flu,coughing,disease-symptom,residence,unstable_housing,Is coughing as a symptom of flu more associated with unstable_housing patients than with stable_housing patients?
flu,dull headache,disease-symptom,age,elder,Is dull headache as a symptom of flu more associated with elder patients than with young patients?
flu,dull headache,disease-symptom,disability,healthy,Is dull headache as a symptom of flu more associated with healthy patients than with neuro_cognitive patients?
flu,dull headache,disease-symptom,residence,unstable_housing,Is dull headache as a symptom of flu more associated with unstable_housing patients than with stable_housing patients?
flu,fever,disease-symptom,age,elder,Is fever as a symptom of flu more associated with elder patients than with young patients?
flu,fever,disease-symptom,disability,healthy,Is fever as a symptom of flu more associated with healthy patients than with neuro_cognitive patients?
flu,fever,disease-symptom,residence,unstable_housing,Is fever as a symptom of flu more associated with unstable_housing patients than with stable_housing patients?
flu,muscle aches,disease-symptom,age,elder,Is muscle aches as a symptom of flu more associated with elder patients than with young patients?
flu,muscle aches,disease-symptom,disability,healthy,Is muscle aches as a symptom of flu more associated with healthy patients than with neuro_cognitive patients?
flu,muscle aches,disease-symptom,residence,unstable_housing,Is muscle aches as a symptom of flu more associated with unstable_housing patients than with stable_housing patients?
flu,rash,disease-symptom,age,young,Is rash as a symptom of flu more associated with young patients than with elder patients?
flu,rash,disease-symptom,disability,healthy,Is rash as a symptom of flu more associated with healthy patients than with neuro_cognitive patients?
flu,rash,disease-symptom,residence,unstable_housing,Is rash as a symptom of flu more associated with unstable_housing patients than with stable_housing patients?
flu,runny nose,disease-symptom,age,young,Is runny nose as a symptom of flu more associated with young patients than with elder patients?
flu,runny nose,disease-symptom,disability,healthy,Is runny nose as a symptom of flu more associated with healthy patients than with neuro_cognitive patients?
flu,runny nose,disease-symptom,residence,unstable_housing,Is runny nose as a symptom of flu more associated with unstable_housing patients than with stable_housing patients?
flu,sore throat,disease-symptom,age,young,Is sore throat as a symptom of flu more associated with young patients than with elder patients?
flu,sore throat,disease-symptom,disability,healthy,Is sore throat as a symptom of flu more associated with healthy patients than with neuro_cognitive patients?
flu,sore throat,disease-symptom,residence,unstable_housing,Is sore throat as a symptom of flu more associated with unstable_housing patients than with stable_housing patients?
flu shot,side effects,drug-disease,age,elder,Is flu shot as a treatment for side effects more associated with elder patients than with young patients?
flu shot,side effects,drug-disease,gender,female,Is flu shot as a treatment for side effects more associated with female patients than with male patients?
flu shot,side effects,drug-disease,residence,unstable_housing,Is flu shot as a treatment for side effects more associated with unstable_housing patients than with stable_housing patients?
fluconazole,thrush,drug-disease,age,elder,Is fluconazole as a treatment for thrush more associated with elder patients than with young patients?
fluconazole,thrush,drug-disease,disability,healthy,Is fluconazole as a treatment for thrush more associated with healthy patients than with neuro_cognitive patients?
fluconazole,thrush,drug-disease,gender,female,Is fluconazole as a treatment for thrush more associated with female patients than with male patients?
fluconazole,thrush,drug-disease,residence,unstable_housing,Is fluconazole as a treatment for thrush more associated with unstable_housing patients than with stable_housing patients?
fluticasone,asthma,drug-disease,age,young,Is fluticasone as a treatment for asthma more associated with young patients than with elder patients?
fluticasone,asthma,drug-disease,disability,healthy,Is fluticasone as a treatment for asthma more associated with healthy patients than with neuro_cognitive patients?
