Unnamed: 0,id,question,options,correct_answer,correct_index,labels,matched_categories
1608,10441,WPW syndrome is associated with -,"{'0': 'Ebstein anomaly', '1': 'TOF', '2': 'VSD', '3': 'TAPVC'}",Ebstein anomaly,0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1609,10459,"If the width of  premolars  is greater than the width  between the canine fossa, then arch expansion is:","{'0': 'Not possible', '1': 'Is possible', '2': 'May or may not be possible', '3': 'Analysis does not give such information'}",Not possible,0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1610,10464,"A 10-year-old boy is brought to the emergency department because he has not been able to walk since waking up that morning. His mother said that when he tried to get out of bed that he was unable to stand without support. He also complained of prickling in his hands and feet. Three weeks ago, he had a fever, dry cough, and a sore throat. The fever and sore throat subsided a week after they began, but the cough is persisting. He has no history of serious illness and takes no medication. His vital signs are within normal limits. The lungs are clear to auscultation. There is severe weakness in both lower extremities and mild sensory loss of the hands and feet. Knee and ankle jerk reflexes are absent. The remainder of the examination shows no abnormalities. Laboratory studies show:
Hemoglobin 12.0 g/dL
Leukocyte count 6000/mm3
Segmented neutrophils 64%
Eosinophils 2%
Lymphocytes 26%
Monocytes 7%
Platelet count 160,000/mm3
Erythrocyte sedimentation rate 27 mm/h
Serum
Na+ 138 mEq/L
Cl- 101 mEq/L
K+ 4.9 mEq/L
HCO3- 26 mEq/L
Ca2+ 9.7 mg/dL
Creatine kinase 93 U/L
A lumbar puncture is performed; cerebrospinal fluid analysis shows a leukocyte count of 2/mm3, a glucose concentration of 60 mg/dL, and a protein concentration of 91 mg/dL. Which of the following is the most appropriate next step in treatment?""","{'0': 'Intravenous immunoglobulin (IVIG)', '1': 'Prednisone', '2': 'Botulism antitoxin', '3': 'Gabapentin'}",Intravenous immunoglobulin (IVIG),0,"['male', 'young (<18)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'scientist', 'N/A', 'N/A']",3
1611,10472,"Question linked to image # 14 We see a 31-year-old man in the office. He comes accompanied by his mother, with whom he still lives, at the request of her. Two years ago he has not found a job and in recent months he has been retiring at home. The patient claims to feel tired and weak and therefore prefers to leave home little. The mother suspects that the patient is depressed and both admit that she may have gained weight, although it has not been heavy. In clinical examination, what most attracts our attention is a PA of 150/100 mmHg and a prominent abdomen shown in the figure. In these circumstances, what do you think would be the most appropriate immediate behavior?","{'0': 'All patient data are compatible with an excess of glucocorticoids. Discard for external questioning (oral, in creams) and, in addition to a standard analytical including lipid and glycemic study, would request several determinations of free cortisol in urine and a determination of plasma cortisol in the early morning, after administer oral dexamethasone the night before.', '1': 'The cutaneous stretch marks can be justified by a possible previous thinning. Most likely, the patient has a metabolic syndrome (obesity, hypertension, sedentary lifestyle ...). I would continue investigating this aspect (glycemia, lipids, confirmation of the TA, etc.). The possible depression could be reactive to the fact of not finding a job and for the moment I would remain expectant in this aspect.', '2': ""Cutaneous stretch marks are relatively nonspecific in an obese patient and high BP in a single determination does not allow any conclusions to be drawn. Apart from requesting a general analysis and continuing the study of a possible HTA, it would prioritize the depressive aspects of the patient's behavior and send it for a psychiatric evaluation."", '3': 'I would think about the possibility that the patient has a chronic liver disease with portal hypertension and ascites. Although it does not admit a high intake of alcohol, there are other causes (viral, etc.) that should be investigated. The HTA in a first visit may not be significant and, for now, the supposed depressive picture would leave it in the background. I would launch a study of chronic liver disease with studies, in this first phase, biochemical and imaging.'}","All patient data are compatible with an excess of glucocorticoids. Discard for external questioning (oral, in creams) and, in addition to a standard analytical including lipid and glycemic study, would request several determinations of free cortisol in urine and a determination of plasma cortisol in the early morning, after administer oral dexamethasone the night before.",0,"['male', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",2
1612,10474,"A 23-year-old man comes to the physician because of a 1-week history of anorexia, nausea, upper abdominal pain, and dark-colored urine. He recently returned from a trip to Belize. His temperature is 38.3°C (100.9°F). Physical examination shows scleral icterus and tender hepatomegaly. Serum studies show markedly elevated transaminases and anti-hepatitis A virus antibodies. In this patient, infected cells express more MHC class I molecules on their surfaces. This cellular event is primarily induced by a molecule that is also responsible for which of the following changes?","{'0': 'Upregulated expression of exogenously synthesized antigens', '1': 'Enhanced macrophage phagocytic function', '2': 'Activation of eukaryotic initiation factor 2', '3': 'Increased breakdown of intracellular RNA'}",Increased breakdown of intracellular RNA,3,"['male', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",3
1613,10481,Treatment of diastema because of a thick labial frenum is done:,"{'0': 'After frenectomy', '1': 'Before eruption of canines', '2': 'After eruption of canines', '3': 'Before frenectomy'}",After eruption of canines,2,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1614,10482,A 22-year-old female software analyst presents to a medical clinic for evaluation of tingling and numbness in both hands for the past 2 months. Her symptoms are usually aggravated by the end of the work day and absent on most off days. She has been a type I diabetic for 2 years and is currently on insulin. She admits to being sexually active but has had irregular periods for the past 3 months. A urine pregnancy test is negative. What is the most likely cause of this patient’s symptoms?,"{'0': 'Hypothyroidism', '1': 'Acute intermittent porphyria', '2': 'Amyotrophic lateral sclerosis', '3': 'Multiple sclerosis'}",Hypothyroidism,0,"['female', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",3
1615,10486,Riboflavin deficiency causes,"{'0': 'Corneal vascularization', '1': 'Anemia', '2': 'Personality changes', '3': 'All the above'}",All the above,3,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1616,10488,MC cause for hysterectomy is ?,"{'0': 'Prolapse', '1': 'Fibroids', '2': 'Ca endometrium', '3': 'Acute PID'}",Fibroids,1,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1617,10495,A parent is homozygous and a parent heterozygous for an autosomal recessive gene. What will be the outcome –,"{'0': '75% children affected', '1': 'No child affected, but all are carriers', '2': '50% children affected, rest are carriers', '3': '25% children affected, rest are carriers'}","50% children affected, rest are carriers",2,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1618,10513,"A 21-year-old college student comes to the physician because of daytime fatigue for 2 months. He has problems getting to sleep at night and frequently falls asleep during class. Recently he has started skipping classes altogether. He goes to bed between 11 p.m. and 1 a.m. but cannot fall asleep for 2–3 hours. When he wakes up at 8:30 a.m., he feels extremely drowsy, and he tries to overcome his fatigue by drinking 2–3 cups of coffee a day. He naps at various times during the afternoon, often for more than an hour. He stopped watching videos on his smartphone at night because of suggestions from his peers. He states that he has tried over-the-counter melatonin pills and exercising at 8 p.m. without success. He has no history of serious illness. He does not smoke. He drinks three to five beers on weekends. Physical examination shows no abnormalities. Which of the following is the most appropriate recommendation for this patient?","{'0': 'Trial of diphenhydramine', '1': 'Stop evening exercise', '2': 'Alcoholic beverage prior to bedtime', '3': 'Scheduled afternoon naps'}",Stop evening exercise,1,"['male', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",3
1619,10529,"A 44-year-old woman presents to her primary care physician because she has been having fever, chest pain, and cough for the last several weeks. She presented to the physician because she discovered blood in her sputum after coughing. She recently returned from a year of traveling abroad, but has otherwise been healthy. Based on clinical suspicion, an acid fast stain is performed showing the causative organism, and she is started on appropriate therapy. Two weeks later, she returns with a skin rash, diarrhea, and confusion, and is given a factor to take in addition to the medications previously prescribed. Which of the following is a characteristic of the factor that was most likely provided?","{'0': 'Required for collagen hydroxylation', '1': 'Required for dehydrogenase enzymes', '2': 'Required for methionine processing', '3': 'Required for methylmalonyl-CoA processing'}",Required for dehydrogenase enzymes,1,"['female', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",3
1620,10533,"A 60-year-old taxi driver came to the eye clinic complaining of blurred his vision, fear the other car's headlights while driving, because feel ""dazzling"", will all of a sudden vision loss when the sun, outpatient examination of the right eye vision 0.7, left eye 0.6, thin slit lamp examination found that patients with cataracts, I ask physicians most likely to see that kind of type of cataract?","{'0': 'Nuclear cataract (Nuclear cataract)', '1': 'Cortical cataracts (Cortical cataract)', '2': 'Posterior subcapsular cataracts (Posterior subcapsular cataract)', '3': 'Cataract layer (Lamellar cataract)'}",Posterior subcapsular cataracts (Posterior subcapsular cataract),2,"['N/A', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",1
1621,10535,"78. The allocation of medical resources, there is a way to assess the ""quality adjusted survival of person-years"" in accordance with (Quality Adjusted Life Years, abbreviated QALYs) is calculated. If a person is completely healthy 1-year survival is defined as 1QALY, there survived the disease will be less than 1 year 1QALY. If the emphasis on efficiency of resource use, using the same medical costs, which can produce the maximum amount of increase in QALY medical practices, it is the most effective medical practices. However, the following statement is that the use of such resources allocation ethical issues arising from possible? ① the elderly because survival is shorter number of years,
 Comparison of the distribution of the quality of life of the disabled than the poor, may be more than allocate resources ③QALY concept of resource ② can not be fully realized
 ""The obligation to save others"" (duty to rescue) ④ Note QALY total, more QALY not pay attention to those who will accumulate in the body
","{'0': '①②③', '1': '②③④', '2': '①③④', '3': '①②④'}",①②④,3,"['N/A', 'young (<18)', 'has disability', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'lower class (<= $30,000)', 'N/A']",4
1622,10536,Weber-Fechner law related to:,"{'0': 'Number of nerve Fibers', '1': 'Number of muscle Fibers', '2': 'Number of stimulus', '3': 'Intensity of stimulus'}",Intensity of stimulus,3,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'lawyer', 'N/A', 'N/A']",1
1623,10555,"A 12-month-old girl is brought to the physician because she is unable to sit and has not learned how to crawl. She keeps her hips and elbows flexed and her parents have to use considerable force to passively extend her joints. She attained neck control at 4 months and could roll from front to back at 5 months of age. She does not engage in play, reach for toys, or maintain eye contact. She babbles and does not mimic sounds. She does not follow simple instructions. She has difficulty swallowing solid foods and often coughs at meal times. Her maternal cousin has Down syndrome. Her vital signs are within normal limits. She is at the 25th percentile for length and 10th percentile for weight. Neurological examination shows increased muscle tone in all extremities. The ankle clonus and extensor plantar responses are present bilaterally. The Moro reflex is present. An MRI of the head shows periventricular leukomalacia. Which of the following is the most important risk factor for the development of this condition?","{'0': 'Premature birth', '1': 'Congenital rubella infection', '2': 'Congenital CMV infection', '3': 'Advanced maternal age'}",Premature birth,0,"['female', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'single-family home']",3
1624,10563,"A 3-year-old boy is brought to the physician because of a 1-day history of abdominal pain and frequent urination. His mother reports that the patient has wet his bed overnight and that his urine smelled odd this morning. He has been toilet trained for 4 months and has had very few accidents since then. His last bowel movement was 3 days ago. He was born at term after a normal gestation and has reached all developmental milestones. His parents divorced 4 months ago and the patient's father has moved away. The patient began preschool 6 weeks ago. During this period, he has had two upper respiratory infections that resolved without treatment. His 12-year-old brother has type 1 diabetes mellitus. Vital signs are within normal limits. Physical examination of the abdomen shows mild suprapubic tenderness. Urine dipstick is positive for leukocyte esterase, nitrite, and blood; urinalysis shows white blood cells and gram-negative rods. Which of the following is the most likely predisposing factor for this patient's condition?","{'0': 'Social stressors', '1': 'Constipation', '2': 'Posterior urethral valves', '3': 'Respiratory tract infection'}",Constipation,1,"['male', 'young (<18)', 'N/A', 'white', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'divorced', 'doctor', 'N/A', 'single-family home']",6
1625,10568,"A 61-year-old man presents to the clinic with complaints of excessive thirst, frequent urination, and partial visual loss in both eyes for 1 day. His family history is significant for type 2 diabetes mellitus in his mother and cousin. His weight is 112 kg ( 246.9 lb), height 187 cm (6 ft 1 in), blood pressure: 150/90 mm Hg, heart rate: 89/min, respiratory rate: 14/min, and temperature: 36.7℃ (98.4℉). The physical examination is significant for dry skin, a pustular rash over the patient’s shoulders and back, an accentuated second heart sound (S2) best heard in the second intercostal space at the right sternal border, and distal loss of vibration sensitivity in both feet. A fundoscopic examination shows small red dots in the superficial retinal layers suggestive of microaneurysms. The HbA1c is 9% and the urinalysis shows the following:
Color Pale yellow (light/pale-to-dark/deep amber)
Clarity Cloudy
pH 6.6
Specific gravity 1.010
Glucose 199 mg/dl
Ketones None
Nitrites Negative
Leukocyte esterase Negative
Bilirubin Negative
Urinary bilirubin Traces
Red blood cells 3 RBCs
Protein 120 mg/d
RBCs ≤ 2 RBCs/hpf
WBCs 22 WBCs/hpf
Epithelial cells 27 squamous epithelial cells/hpf
Casts 5 hyaline casts/lpf
Crystals Occasional
Bacteria None
Yeast Present
Which of the following statements best describes the cause of this patient’s glucosuria?","{'0': 'There is a disruption of primary active transport of glucose in the proximal renal tubules', '1': 'Secondary active transporters fail to completely reabsorb glucose in the renal tubules', '2': 'There is a disruption of passive transport of the glucose in the proximal renal tubules', '3': 'Glucosuria results from increased glomerular filtration rate'}",Secondary active transporters fail to completely reabsorb glucose in the renal tubules,1,"['male', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'single-family home']",3
1626,10569,"A 59-year-old man comes to the emergency department because of excruciating left knee pain for 4 days. He underwent a total knee arthroplasty of his left knee joint 4 months ago. He has hypertension and osteoarthritis. Current medications include glucosamine, amlodipine, and meloxicam. His temperature is 38.1°C (100.6°F), pulse is 97/min, and blood pressure is 118/71 mm Hg. Examination shows a tender, swollen left knee joint; range of motion is limited by pain. Analysis of the synovial fluid confirms septic arthritis, and the prosthesis is removed. Which of the following is the most likely causal organism?","{'0': 'Staphylococcus epidermidis', '1': 'Escherichia coli', '2': 'Staphylococcus aureus', '3': 'Pseudomonas aeruginosa'}",Staphylococcus epidermidis,0,"['male', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",2
1627,10571,A 79-year-old woman comes to the physician because of a 1-month history of difficulty starting urination and a vague sensation of fullness in the pelvis. Pelvic speculum examination in the lithotomy position shows a pink structure at the vaginal introitus that protrudes from the anterior vaginal wall when the patient is asked to cough. Which of the following is the most likely cause of this patient's symptoms?,"{'0': 'Vaginal rhabdomyosarcoma', '1': 'Cystocele', '2': 'Rectocele', '3': 'Uterine leiomyomata'}",Cystocele,1,"['female', 'senior (65+)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",3
1628,10581,"An adopted 7-year-old boy is brought to a pediatrician with a history of progressive muscular weakness, intellectual impairment, and speech problems. The adoptive parents say that the patient was normal at birth, but as he grew older, his muscular weakness increased. Physical examination reveals the wasting of muscles of the dorsal forearm and the anterior compartment of the lower legs. Thenar and hypothenar eminences are also flattened. However, deep tendon reflexes are 2+ bilaterally. His face has an atypical appearance with thin cheeks and temporal wasting. When he was asked to make a tight fist and open his hands quickly, he could not open them immediately, and relaxation of the contracted muscles was very slow. The pediatrician suspects genetic muscular dystrophy. Which of the following is the trinucleotide repeat linked to this patient’s most likely condition?","{'0': 'CTG', '1': 'CGG', '2': 'GAA', '3': 'CGT'}",CTG,0,"['male', 'young (<18)', 'has disability', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'single-family home']",4
1629,10582,Which of the following viruses can easily cause a latent infection ?:,"{'0': 'Parotitis.', '1': 'Cytomegalovirus.', '2': 'Rage.', '3': 'Hepatitis A.'}",Cytomegalovirus.,1,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1630,10590,"A 39-year-old man presents to his primary care physician because he has been having severe headaches and fever for the last 2 days. He also says his right eyelid has been painlessly swelling and is starting to block his vision from that eye. He recently returned from a tour of the world where he visited Thailand, Ethiopia, and Brazil. Otherwise his past medical history is unremarkable. On presentation, his temperature is 102°F (38.8°C), blood pressure is 126/81 mmHg, pulse is 125/min, and respirations are 13/min. Physical exam reveals a nontender swelling of the right eyelid, lymphadenopathy, and an indurated red patch with surrounding erythema and local swelling on his left leg. Which of the following drugs should be used to treat this patient's condition?","{'0': 'Benznidazole', '1': 'Ivermectin', '2': 'Mebendazol', '3': 'Sodium stibogluconate'}",Benznidazole,0,"['male', 'adult (18-64)', 'N/A', 'N/A', 'brazil', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",4
1631,10600,"A 32-year-old white woman comes to the physician because of fatigue, lethargy, and swelling of the lower legs for 2 months. She reports recurrent episodes of pain in both wrists, her right knee, and her right ankle in the past year. She has had skin problems that are aggravated by exposure to sunlight for the past 18 months. She has smoked one pack of cigarettes daily for 13 years and drinks one alcoholic beverage daily. Her temperature is 37°C (98.6°F), pulse is 92/min, and blood pressure is 115/75 mm Hg. Examination shows 2+ pretibial edema bilaterally and periorbital edema. There are erythematous patches with scaling on both cheeks. Laboratory studies show:
Hemoglobin 11.2 g/dL
Leukocyte count 8500/mm3
Platelet count 130,000/mm3
Serum
Urea nitrogen 36 mg/dL
Glucose 77 mg/dL
Creatinine 0.9 mg/dL
Albumin 2.6 mg/dL
Total cholesterol 275 mg/dL
Triglycerides 180 mg/dL
Urine
Blood negative
Glucose negative
Protein 4+
WBC 0–1/hpf
Fatty casts numerous
A renal biopsy specimen is most likely to show which of the following?""","{'0': 'Thickened capillary loops', '1': 'Segmental sclerosis', '2': 'Crescent formation', '3': 'Hypercellular glomeruli'}",Thickened capillary loops,0,"['female', 'adult (18-64)', 'N/A', 'white', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",4
1632,10602,Positive pivot shift test in knee is because of injury to -,"{'0': 'Posterior cruciate ligament', '1': 'Anterior cruciate ligament', '2': 'Medial meniscus', '3': 'Lateral meniscus'}",Anterior cruciate ligament,1,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1633,10606,A lady presents with complaints of abdominla pain. CECT shows bilateral papillary necrosis. Which of the following test shall not be done to investigate the cause of her papillary necrosis?,"{'0': 'Urine acidification test', '1': 'Sickling test', '2': 'Urine -PCR for TB', '3': 'Bacterial culture of urine'}",Urine acidification test,0,"['female', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",1
1634,10608,"An investigator is studying central nervous system neurotransmitters in mice. He injects the spinal cord with a protease that cleaves SNARE proteins, thereby blocking the release of neurotransmitters from the Renshaw cells in the spinal cord. Which of the following consequences would be expected?","{'0': 'Disinhibited behavior', '1': 'Hydrophobia', '2': 'Positive Kernig sign', '3': 'Spastic paralysis'}",Spastic paralysis,3,"['male', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",1
1635,10614,"An investigator is studying the maternal and fetal consequences of a recent spike in benzodiazepine addiction in Ireland. She is particularly interested in whether benzodiazepine use contributes to oral cleft deformities in newborns exposed to alprazolam, clonazepam, or lorazepam during the first trimester. The investigator uses statistical data from the local demographic institute to calculate the number of newly diagnosed cases of oral cleft deformities in Ireland over the past 5 years. Which of the following terms describes the investigator's statistical measure of interest?","{'0': 'Mortality rate', '1': 'Relative risk', '2': 'Cumulative incidence', '3': 'Attributable risk'}",Cumulative incidence,2,"['female', 'young (<18)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",2
1636,10627,"A 40 year old patient sudden palpitations, pallor, run cold, confusion, blood pressure 70/30 mmHg, the ECG as follows, what should be done more appropriate disposal?","{'0': 'Administration of carotid sinus massage', '1': 'Injection of atropine', '2': 'Synchronous rectification heart (cardioversion)', '3': 'Adenosine injection'}",Synchronous rectification heart (cardioversion),2,"['N/A', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",1
1637,10628,"A 55-year-old man comes to the physician because of a 6-week history of tingling pain in the sole of his right foot when he raises it above chest level during exercises. He reports that he started exercising regularly 2 months ago and that his right calf cramps when he uses the incline feature on the treadmill, forcing him to take frequent breaks. The pain completely disappears after resting for a few minutes. He has an 8-year history of type 2 diabetes mellitus. He has smoked two packs of cigarettes daily for 34 years. His only medication is metformin. His pulse is 82/min, and blood pressure is 170/92 mm Hg. Straight leg raise test elicits pallor and tingling pain in the right foot. There is no pain in the back. His muscle strength is normal. Femoral pulses are palpable; right pedal pulses are absent. Which of the following is the most likely diagnosis?","{'0': 'Femoropopliteal artery stenosis', '1': 'Acute thrombosis of right popliteal vein', '2': 'Lumbar spinal stenosis', '3': 'Aortoiliac artery stenosis\n""'}",Femoropopliteal artery stenosis,0,"['male', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",3
1638,10629,Intake of unsaturated fatty acid is associated with:,"{'0': 'Increased risk of cardiovascular disease', '1': 'Decreased risk of cardiovascular disease', '2': 'Increased risk of GI disturbances', '3': 'Decreased risk of GI disturbances'}",Decreased risk of cardiovascular disease,1,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1639,10633,Insufficient closure of the flasks during packing of denture base resin can result in:,"{'0': 'Poor colour stability', '1': 'Less polymerization shrinkage', '2': 'Increase in vertical dimension', '3': 'Decrease in vertical dimension'}",Increase in vertical dimension,2,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1640,10638,"A 78-year-old man comes to the physician because of a 3-week history of dyspnea, chest pain, dry cough, painful swallowing, and a feeling of fullness in his head. The symptoms were initially mild but have progressively worsened. He has a history of gastroesophageal reflux disease treated with esomeprazole. He does not smoke cigarettes. His pulse is 99/min and blood pressure is 95/66 mm Hg. Examination shows swelling and redness of the face and neck. There is distention of the superficial veins of his neck and upper thorax. Plain radiographs of the chest show a widened mediastinum and unremarkable lung fields. Which of the following is the most likely underlying cause of this patient's symptoms?","{'0': 'Pancoast tumor', '1': 'Constrictive pericarditis', '2': 'Descending aortic aneurysm', '3': 'Mediastinal lymphoma'}",Mediastinal lymphoma,3,"['male', 'senior (65+)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",3
1641,10654,Among the disorders that can cause a hemorrhage is NOT found:,"{'0': 'Antithrombin III deficiency.', '1': 'Vitamin K deficiency', '2': 'Liver disease', '3': 'Thrombocytopenia'}",Antithrombin III deficiency.,0,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1642,10664,Serology profile done for a patient is mentioned below. What is the likely cause of the abnormal findings:HbsAg-Non-reactiveHBV DNA-UndetectableHbeAg-Non-reactiveIgG Anti-HbC-Reactive,"{'0': 'Chronic hepatitis inactive state', '1': 'Chronic hepatitis recovery state', '2': 'Pre-core mutant infection', '3': 'Window period'}",Chronic hepatitis recovery state,1,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1643,10678,Question linked to image nº32 Which of the following structures corresponds to the vertebral artery?,"{'0': 'one.', '1': 'two.', '2': '3.', '3': 'Four.'}",3,2,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1644,10679,What is the FALSE option among the following statements related to voltage dependent ion channels ?:,"{'0': 'They open when the membrane depolarizes.', '1': 'They are the basis of the mechanism of excitability of the membrane.', '2': 'They are made up of several protein units.', '3': 'They are coupled to guanine nucleotide binding proteins.'}",They are coupled to guanine nucleotide binding proteins.,3,"['N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A']",0
1645,10682,"A 32-year-old woman comes to the physician because of a 3-week history of intermittent loose stools and a 1.2-kg (2.6-lb) weight loss. She immigrated to the US from Uganda 6 weeks ago. Abdominal examination shows diffuse tenderness with no guarding or rebound. The liver is firm and palpable 3 cm below the right costal margin, and the spleen is palpable just below the left costal margin. Her leukocyte count is 12,800/mm3 (12% eosinophils). Stool culture shows several oval-shaped eggs with lateral spines. Microscopic examination of a liver biopsy specimen shows granulomatous inflammation with periportal fibrosis. Exposure to which of the following is most likely to have played a role in the development of this patient's symptoms?","{'0': 'Undercooked pork meat', '1': 'Undercooked fish meat', '2': 'Dog feces', '3': 'Freshwater snails'}",Freshwater snails,3,"['female', 'adult (18-64)', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'N/A', 'doctor', 'N/A', 'N/A']",3
